Rk,Wk,Date,Time,Day,Winner,Pts,,Loser,Pts,TV,Notes
647,12,Nov 11 2017,12:00 PM,Sat,Army,21,,Duke,16,,Michie Stadium - West Point New York
648,12,Nov 11 2017,3:30 PM,Sat,(10) Auburn,40,,(2) Georgia,17,,Jordan-Hare Stadium - Auburn Alabama
649,12,Nov 11 2017,10:30 PM,Sat,Boise State,59,@,Colorado State,52,,Sonny Lubick Field at Colorado State Stadium - Fort Collins Colorado
650,12,Nov 11 2017,12:00 PM,Sat,(14) Central Florida,49,,Connecticut,24,,Spectrum Stadium - Orlando Florida
651,12,Nov 11 2017,3:30 PM,Sat,(4) Clemson,31,,Florida State,14,,Clemson Memorial Stadium - Clemson South Carolina
652,12,Nov 11 2017,3:30 PM,Sat,Florida Atlantic,48,@,Louisiana Tech,23,,Joe Aillet Stadium - Ruston Louisiana
653,12,Nov 11 2017,11:00 PM,Sat,Fresno State,31,@,Hawaii,21,,Aloha Stadium - Honolulu Hawaii
654,12,Nov 11 2017,4:00 PM,Sat,Georgia State,33,@,Texas State,30,,Bobcat Stadium - San Marcos Texas
655,12,Nov 11 2017,12:20 PM,Sat,Georgia Tech,28,,(17) Virginia Tech,22,,Bobby Dodd Stadium - Atlanta Georgia
656,12,Nov 11 2017,12:00 PM,Sat,Indiana,24,@,Illinois,14,,Memorial Stadium - Champaign Illinois
657,12,Nov 11 2017,4:00 PM,Sat,Kentucky,44,@,Vanderbilt,21,,Vanderbilt Stadium - Nashville Tennessee
658,12,Nov 11 2017,12:00 PM,Sat,Louisiana State,33,,Arkansas,10,,Tiger Stadium - Baton Rouge Louisiana
659,12,Nov 11 2017,3:30 PM,Sat,Louisville,38,,Virginia,21,,Papa John's Cardinal Stadium - Louisville Kentucky
660,12,Nov 11 2017,6:30 PM,Sat,Marshall,30,,Western Kentucky,23,,Joan C. Edwards Stadium - Huntington West Virginia
661,12,Nov 11 2017,4:00 PM,Sat,Massachusetts,44,,Maine,31,,Fenway Park - Boston Massachusetts
662,12,Nov 11 2017,8:00 PM,Sat,(7) Miami (FL),41,,(3) Notre Dame,8,,Hard Rock Stadium - Miami Gardens Florida
663,12,Nov 11 2017,3:30 PM,Sat,(21) Michigan,35,@,Maryland,10,,Capital One Field at Maryland Stadium - College Park Maryland
664,12,Nov 11 2017,2:00 PM,Sat,Middle Tennessee State,35,@,Charlotte,21,,Jerry Richardson Stadium - Charlotte North Carolina
665,12,Nov 11 2017,12:00 PM,Sat,Minnesota,54,,Nebraska,21,,TCF Bank Stadium - Minneapolis Minnesota
666,12,Nov 11 2017,12:00 PM,Sat,Mississippi,50,,Louisiana,22,,Vaught-Hemingway Stadium - Oxford Mississippi
667,12,Nov 11 2017,7:30 PM,Sat,Missouri,50,,Tennessee,17,,Memorial Stadium/Faurot Field - Columbia Missouri
668,12,Nov 11 2017,3:30 PM,Sat,Navy,43,,Southern Methodist,40,,Navy-Marine Corps Memorial Stadium - Annapolis Maryland
669,12,Nov 11 2017,4:00 PM,Sat,Nevada,59,,San Jose State,14,,MacKay Stadium - Reno Nevada
670,12,Nov 11 2017,12:00 PM,Sat,North Carolina State,17,@,Boston College,14,,Alumni Stadium - Chestnut Hill Massachusetts
671,12,Nov 11 2017,5:00 PM,Sat,North Texas,45,,Texas-El Paso,10,,Apogee Stadium - Denton Texas
672,12,Nov 11 2017,7:00 PM,Sat,Northwestern,23,,Purdue,13,,Ryan Field - Evanston Illinois
673,12,Nov 11 2017,12:00 PM,Sat,(11) Ohio State,48,,(13) Michigan State,3,,Ohio Stadium - Columbus Ohio
674,12,Nov 11 2017,8:00 PM,Sat,(5) Oklahoma,38,,(8) Texas Christian,20,,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
675,12,Nov 11 2017,12:00 PM,Sat,(12) Oklahoma State,49,@,(24) Iowa State,42,,Jack Trice Stadium - Ames Iowa
676,12,Nov 11 2017,7:00 PM,Sat,Old Dominion,37,@,Florida International,30,,Riccardo Silva Stadium - Miami Florida
677,12,Nov 11 2017,12:00 PM,Sat,(16) Penn State,35,,Rutgers,6,,Beaver Stadium - University Park Pennsylvania
678,12,Nov 11 2017,5:00 PM,Sat,South Alabama,24,,Arkansas State,19,,Ladd-Peebles Stadium - Mobile Alabama
679,12,Nov 11 2017,12:00 PM,Sat,South Carolina,28,,Florida,20,,Williams-Brice Stadium - Columbia South Carolina
680,12,Nov 11 2017,4:00 PM,Sat,(15) Southern California,38,@,Colorado,24,,Folsom Field - Boulder Colorado
681,12,Nov 11 2017,3:30 PM,Sat,Southern Mississippi,43,@,Rice,34,,Rice Stadium - Houston Texas
682,12,Nov 11 2017,6:00 PM,Sat,Texas,42,,Kansas,27,,Darrell K Royal-Texas Memorial Stadium - Austin Texas
683,12,Nov 11 2017,7:00 PM,Sat,Texas A&M,55,,New Mexico,14,,Kyle Field - College Station Texas
684,12,Nov 11 2017,12:00 PM,Sat,Texas Tech,38,,Baylor,24,,AT&T Stadium - Arlington Texas
685,12,Nov 11 2017,4:30 PM,Sat,Troy,42,@,Coastal Carolina,17,,Brooks Stadium - Conway South Carolina
686,12,Nov 11 2017,7:00 PM,Sat,Tulane,31,@,East Carolina,24,,Dowdy-Ficklen Stadium - Greenville North Carolina
687,12,Nov 11 2017,9:30 PM,Sat,UCLA,44,,Arizona State,37,,Rose Bowl - Pasadena California
688,12,Nov 11 2017,3:00 PM,Sat,Wake Forest,64,@,Syracuse,43,,Carrier Dome - Syracuse New York
689,12,Nov 11 2017,5:30 PM,Sat,(19) Washington State,33,@,Utah,25,,Rice-Eccles Stadium - Salt Lake City Utah
690,12,Nov 11 2017,3:30 PM,Sat,(23) West Virginia,28,@,Kansas State,23,,Bill Snyder Family Stadium - Manhattan Kansas
691,12,Nov 11 2017,3:30 PM,Sat,(6) Wisconsin,38,,(25) Iowa,14,,Camp Randall Stadium - Madison Wisconsin
692,12,Nov 11 2017,10:15 PM,Sat,Wyoming,28,@,Air Force,14,,Falcon Stadium - Colorado Springs Colorado
693,13,Nov 14 2017,7:00 PM,Tue,Akron,37,,Ohio,34,,InfoCision Stadium - Akron Ohio
694,13,Nov 14 2017,7:00 PM,Tue,Central Michigan,42,@,Kent State,23,,Dix Stadium - Kent Ohio
695,13,Nov 15 2017,7:00 PM,Wed,Eastern Michigan,27,@,Miami (OH),24,,Fred Yager Stadium - Oxford Ohio
696,13,Nov 15 2017,7:00 PM,Wed,Northern Illinois,35,,Western Michigan,31,,Huskie Stadium - DeKalb Illinois
697,13,Nov 15 2017,8:00 PM,Wed,Toledo,66,@,Bowling Green State,37,,Doyt Perry Stadium - Bowling Green Ohio
698,13,Nov 16 2017,7:00 PM,Thu,Buffalo,40,@,Ball State,24,,Scheumann Stadium - Muncie Indiana
699,13,Nov 16 2017,7:30 PM,Thu,(23) South Florida,27,,Tulsa,20,,Raymond James Stadium - Tampa Florida
700,13,Nov 17 2017,9:30 PM,Fri,Nevada-Las Vegas,38,@,New Mexico,35,,Dreamstyle Stadium - Albuquerque New Mexico
701,13,Nov 17 2017,8:00 PM,Fri,Western Kentucky,41,,Middle Tennessee State,38,,Houchens Industries-L.T. Smith Stadium - Bowling Green Kentucky
702,13,Nov 18 2017,12:00 PM,Sat,(1) Alabama,56,,Mercer,0,,Bryant-Denny Stadium - Tuscaloosa Alabama
703,13,Nov 18 2017,3:00 PM,Sat,Arizona State,40,@,Oregon State,24,,Reser Stadium - Corvallis Oregon
704,13,Nov 18 2017,3:00 PM,Sat,Arkansas State,30,,Texas State,12,,Centennial Bank Stadium - Jonesboro Arkansas
705,13,Nov 18 2017,12:00 PM,Sat,(6) Auburn,42,,Louisiana-Monroe,14,,Jordan-Hare Stadium - Auburn Alabama
706,13,Nov 18 2017,10:15 PM,Sat,Boise State,44,,Air Force,19,,Albertsons Stadium - Boise Idaho
707,13,Nov 18 2017,7:00 PM,Sat,Boston College,39,,Connecticut,16,,Fenway Park - Boston Massachusetts
708,13,Nov 18 2017,12:00 PM,Sat,(14) Central Florida,45,@,Temple,19,,Lincoln Financial Field - Philadelphia Pennsylvania
709,13,Nov 18 2017,12:20 PM,Sat,(4) Clemson,61,,Citadel,3,,Clemson Memorial Stadium - Clemson South Carolina
710,13,Nov 18 2017,5:00 PM,Sat,Coastal Carolina,13,@,Idaho,7,,Kibbie-Asui Activity Center - Moscow Idaho
711,13,Nov 18 2017,3:30 PM,Sat,Colorado State,42,,San Jose State,14,,Sonny Lubick Field at Colorado State Stadium - Fort Collins Colorado
712,13,Nov 18 2017,3:30 PM,Sat,Duke,43,,Georgia Tech,20,,Wallace Wade Stadium - Durham North Carolina
713,13,Nov 18 2017,12:00 PM,Sat,East Carolina,48,,Cincinnati,20,,Dowdy-Ficklen Stadium - Greenville North Carolina
714,13,Nov 18 2017,4:00 PM,Sat,Florida,36,,Alabama-Birmingham,7,,Ben Hill Griffin Stadium - Gainesville Florida
715,13,Nov 18 2017,7:00 PM,Sat,Florida Atlantic,52,,Florida International,24,,FAU Football Stadium - Boca Raton Florida
716,13,Nov 18 2017,12:00 PM,Sat,Florida State,77,,Delaware State,6,,Doak Campbell Stadium - Tallahassee Florida
717,13,Nov 18 2017,2:00 PM,Sat,Fresno State,13,@,Wyoming,7,,Jonah Field War Memorial Stadium - Laramie Wyoming
718,13,Nov 18 2017,3:30 PM,Sat,(7) Georgia,42,,Kentucky,13,,Sanford Stadium - Athens Georgia
719,13,Nov 18 2017,3:00 PM,Sat,Georgia Southern,52,,South Alabama,0,,Allen E. Paulson Stadium - Statesboro Georgia
720,13,Nov 18 2017,12:00 PM,Sat,Indiana,41,,Rutgers,0,,Memorial Stadium "The Rock" - Bloomington Indiana
721,13,Nov 18 2017,2:30 PM,Sat,Iowa State,23,@,Baylor,13,,McLane Stadium - Waco Texas
722,13,Nov 18 2017,3:30 PM,Sat,Kansas State,45,@,Oklahoma State,40,,Boone Pickens Stadium - Stillwater Oklahoma
723,13,Nov 18 2017,5:00 PM,Sat,Louisiana,47,,New Mexico State,34,,Cajun Field - Lafayette Louisiana
724,13,Nov 18 2017,7:00 PM,Sat,(21) Louisiana State,30,@,Tennessee,10,,Neyland Stadium - Knoxville Tennessee
725,13,Nov 18 2017,3:00 PM,Sat,Louisiana Tech,42,@,Texas-El Paso,21,,Sun Bowl - El Paso Texas
726,13,Nov 18 2017,3:30 PM,Sat,Louisville,56,,Syracuse,10,,Papa John's Cardinal Stadium - Louisville Kentucky
727,13,Nov 18 2017,3:00 PM,Sat,Massachusetts,16,@,Brigham Young,10,,LaVell Edwards Stadium - Provo Utah
728,13,Nov 18 2017,12:00 PM,Sat,(18) Memphis,66,,Southern Methodist,45,,Liberty Bowl Memorial Stadium - Memphis Tennessee
729,13,Nov 18 2017,12:00 PM,Sat,(2) Miami (FL),44,,Virginia,28,,Hard Rock Stadium - Miami Gardens Florida
730,13,Nov 18 2017,4:00 PM,Sat,(22) Michigan State,17,,Maryland,7,,Spartan Stadium - East Lansing Michigan
731,13,Nov 18 2017,12:00 PM,Sat,(17) Mississippi State,28,@,Arkansas,21,,Donald W. Reynolds Razorback Stadium - Fayetteville Arkansas
732,13,Nov 18 2017,7:30 PM,Sat,Missouri,45,@,Vanderbilt,17,,Vanderbilt Stadium - Nashville Tennessee
733,13,Nov 18 2017,3:00 PM,Sat,North Carolina,65,,Western Carolina,10,,Kenan Memorial Stadium - Chapel Hill North Carolina
734,13,Nov 18 2017,6:30 PM,Sat,North Texas,52,,Army,49,,Apogee Stadium - Denton Texas
735,13,Nov 18 2017,12:00 PM,Sat,Northwestern,39,,Minnesota,0,,Ryan Field - Evanston Illinois
736,13,Nov 18 2017,3:30 PM,Sat,(9) Notre Dame,24,,Navy,17,,Notre Dame Stadium - South Bend Indiana
737,13,Nov 18 2017,3:30 PM,Sat,(8) Ohio State,52,,Illinois,14,,Ohio Stadium - Columbus Ohio
738,13,Nov 18 2017,3:30 PM,Sat,(3) Oklahoma,41,@,Kansas,3,,Memorial Stadium - Lawrence Kansas
739,13,Nov 18 2017,2:00 PM,Sat,Old Dominion,24,,Rice,21,,S.B. Ballard Stadium - Norfolk Virginia
740,13,Nov 18 2017,7:00 PM,Sat,Oregon,48,,Arizona,28,,Autzen Stadium - Eugene Oregon
741,13,Nov 18 2017,4:00 PM,Sat,(13) Penn State,56,,Nebraska,44,,Beaver Stadium - University Park Pennsylvania
742,13,Nov 18 2017,3:30 PM,Sat,Purdue,24,@,Iowa,15,,Kinnick Stadium - Iowa City Iowa
743,13,Nov 18 2017,10:30 PM,Sat,San Diego State,42,,Nevada,23,,SDCCU Stadium - San Diego California
744,13,Nov 18 2017,4:00 PM,Sat,South Carolina,31,,Wofford,10,,Williams-Brice Stadium - Columbia South Carolina
745,13,Nov 18 2017,12:00 PM,Sat,(23) South Florida,27,,Tulsa,20,,
746,13,Nov 18 2017,8:00 PM,Sat,(12) Southern California,28,,UCLA,23,,Los Angeles Memorial Coliseum - Los Angeles California
747,13,Nov 18 2017,3:00 PM,Sat,Southern Mississippi,66,,Charlotte,21,,M. M. Roberts Stadium - Hattiesburg Mississippi
748,13,Nov 18 2017,8:00 PM,Sat,(20) Stanford,17,,California,14,,Stanford Stadium - Stanford California
749,13,Nov 18 2017,12:00 PM,Sat,Texas,28,@,(24) West Virginia,14,,Milan Puskar Stadium - Morgantown West Virginia
750,13,Nov 18 2017,7:00 PM,Sat,Texas A&M,31,@,Mississippi,24,,Vaught-Hemingway Stadium - Oxford Mississippi
751,13,Nov 18 2017,12:00 PM,Sat,(11) Texas Christian,27,@,Texas Tech,3,,Jones AT&T Stadium - Lubbock Texas
752,13,Nov 18 2017,7:00 PM,Sat,Texas-San Antonio,9,,Marshall,7,,Alamodome - San Antonio Texas
753,13,Nov 18 2017,4:00 PM,Sat,Tulane,20,,Houston,17,,Yulman Stadium - New Orleans Louisiana
754,13,Nov 18 2017,3:00 PM,Sat,Utah State,38,,Hawaii,0,,Merlin Olsen Field at Maverik Stadium - Logan Utah
755,13,Nov 18 2017,12:20 PM,Sat,Virginia Tech,20,,Pittsburgh,14,,Lane Stadium - Blacksburg Virginia
756,13,Nov 18 2017,7:30 PM,Sat,Wake Forest,30,,(25) North Carolina State,24,,BB&T Field - Winston-Salem North Carolina
757,13,Nov 18 2017,10:30 PM,Sat,(16) Washington,33,,Utah,30,,Husky Stadium - Seattle Washington
758,13,Nov 18 2017,12:00 PM,Sat,(5) Wisconsin,24,,(19) Michigan,10,,Camp Randall Stadium - Madison Wisconsin
759,14,Nov 21 2017,7:00 PM,Tue,Akron,24,,Kent State,14,,InfoCision Stadium - Akron Ohio
760,14,Nov 21 2017,7:00 PM,Tue,Eastern Michigan,34,,Bowling Green State,31,,Rynearson Stadium - Ypsilanti Michigan
761,14,Nov 21 2017,7:00 PM,Tue,Miami (OH),28,@,Ball State,7,,Scheumann Stadium - Muncie Indiana
762,14,Nov 23 2017,7:30 PM,Thu,Mississippi,31,@,(16) Mississippi State,28,,Davis Wade Stadium - Starkville Mississippi
763,14,Nov 24 2017,1:00 PM,Fri,Buffalo,31,,Ohio,24,,UB Stadium - Buffalo New York
764,14,Nov 24 2017,3:30 PM,Fri,(13) Central Florida,49,,(22) South Florida,42,,Spectrum Stadium - Orlando Florida
765,14,Nov 24 2017,12:00 PM,Fri,Central Michigan,31,,Northern Illinois,24,,Kelly/Shorts Stadium - Mount Pleasant Michigan
766,14,Nov 24 2017,7:00 PM,Fri,Florida International,41,,Western Kentucky,17,,Riccardo Silva Stadium - Miami Florida
767,14,Nov 24 2017,12:00 PM,Fri,Houston,24,,Navy,14,,TDECU Stadium - Houston Texas
768,14,Nov 24 2017,4:00 PM,Fri,Iowa,56,@,Nebraska,14,,Memorial Stadium - Lincoln Nebraska
769,14,Nov 24 2017,12:00 PM,Fri,Missouri,48,@,Arkansas,45,,
770,14,Nov 24 2017,12:00 PM,Fri,Pittsburgh,24,,(2) Miami (FL),14,,Heinz Field - Pittsburgh Pennsylvania
771,14,Nov 24 2017,3:30 PM,Fri,San Diego State,35,,New Mexico,10,,SDCCU Stadium - San Diego California
772,14,Nov 24 2017,12:00 PM,Fri,(10) Texas Christian,45,,Baylor,22,,Amon G. Carter Stadium - Fort Worth Texas
773,14,Nov 24 2017,8:00 PM,Fri,Texas Tech,27,@,Texas,23,,Darrell K Royal-Texas Memorial Stadium - Austin Texas
774,14,Nov 24 2017,11:30 AM,Fri,Toledo,37,,Western Michigan,10,,Glass Bowl - Toledo Ohio
775,14,Nov 24 2017,4:00 PM,Fri,Troy,62,,Texas State,9,,
776,14,Nov 24 2017,10:30 PM,Fri,UCLA,30,,California,27,,Rose Bowl - Pasadena California
777,14,Nov 24 2017,8:00 PM,Fri,(24) Virginia Tech,10,@,Virginia,0,,Scott Stadium - Charlottesville Virginia
778,14,Nov 25 2017,10:15 PM,Sat,Air Force,38,,Utah State,35,,Falcon Stadium - Colorado Springs Colorado
779,14,Nov 25 2017,1:00 PM,Sat,Alabama-Birmingham,28,,Texas-El Paso,7,,Legion Field - Birmingham Alabama
780,14,Nov 25 2017,2:00 PM,Sat,Appalachian State,31,@,Georgia State,10,,Georgia State Stadium - Atlanta Georgia
781,14,Nov 25 2017,4:30 PM,Sat,Arizona State,42,,Arizona,30,,Sun Devil Stadium - Tempe Arizona
782,14,Nov 25 2017,3:00 PM,Sat,Arkansas State,67,@,Louisiana-Monroe,50,,Malone Stadium - Monroe Louisiana
783,14,Nov 25 2017,3:30 PM,Sat,(6) Auburn,26,,(1) Alabama,14,,Jordan-Hare Stadium - Auburn Alabama
784,14,Nov 25 2017,12:20 PM,Sat,Boston College,42,@,Syracuse,14,,Carrier Dome - Syracuse New York
785,14,Nov 25 2017,9:00 PM,Sat,Brigham Young,30,@,Hawaii,20,,Aloha Stadium - Honolulu Hawaii
786,14,Nov 25 2017,12:00 PM,Sat,Cincinnati,22,,Connecticut,21,,Nippert Stadium - Cincinnati Ohio
787,14,Nov 25 2017,7:30 PM,Sat,(4) Clemson,34,@,South Carolina,10,,Williams-Brice Stadium - Columbia South Carolina
788,14,Nov 25 2017,12:30 PM,Sat,Duke,31,@,Wake Forest,23,,BB&T Field - Winston-Salem North Carolina
789,14,Nov 25 2017,2:00 PM,Sat,Florida Atlantic,31,@,Charlotte,12,,Jerry Richardson Stadium - Charlotte North Carolina
790,14,Nov 25 2017,12:00 PM,Sat,Florida International,41,,Western Kentucky,17,,
791,14,Nov 25 2017,12:00 PM,Sat,Florida State,38,@,Florida,22,,Ben Hill Griffin Stadium - Gainesville Florida
792,14,Nov 25 2017,3:30 PM,Sat,Fresno State,28,,(25) Boise State,17,,Bulldog Stadium - Fresno California
793,14,Nov 25 2017,12:00 PM,Sat,(7) Georgia,38,@,Georgia Tech,7,,Bobby Dodd Stadium - Atlanta Georgia
794,14,Nov 25 2017,5:00 PM,Sat,Georgia Southern,34,@,Louisiana,24,,Cajun Field - Lafayette Louisiana
795,14,Nov 25 2017,3:30 PM,Sat,Kansas State,20,,Iowa State,19,,Bill Snyder Family Stadium - Manhattan Kansas
796,14,Nov 25 2017,7:30 PM,Sat,(19) Louisiana State,45,,Texas A&M,21,,Tiger Stadium - Baton Rouge Louisiana
797,14,Nov 25 2017,7:30 PM,Sat,Louisiana Tech,20,,Texas-San Antonio,6,,Joe Aillet Stadium - Ruston Louisiana
798,14,Nov 25 2017,12:00 PM,Sat,Louisville,44,@,Kentucky,17,,Kroger Field - Lexington Kentucky
799,14,Nov 25 2017,12:00 PM,Sat,(17) Memphis,70,,East Carolina,13,,Liberty Bowl Memorial Stadium - Memphis Tennessee
800,14,Nov 25 2017,4:00 PM,Sat,(21) Michigan State,40,@,Rutgers,7,,High Point Solutions Stadium - Piscataway New Jersey
801,14,Nov 25 2017,3:00 PM,Sat,Middle Tennessee State,41,,Old Dominion,10,,Floyd Stadium - Murfreesboro Tennessee
802,14,Nov 25 2017,3:00 PM,Sat,Nevada,23,,Nevada-Las Vegas,16,,MacKay Stadium - Reno Nevada
803,14,Nov 25 2017,4:00 PM,Sat,New Mexico State,17,,Idaho,10,,Aggie Memorial Stadium - Las Cruces New Mexico
804,14,Nov 25 2017,3:30 PM,Sat,North Carolina State,33,,North Carolina,21,,Carter-Finley Stadium - Raleigh North Carolina
805,14,Nov 25 2017,1:00 PM,Sat,North Texas,30,@,Rice,14,,Rice Stadium - Houston Texas
806,14,Nov 25 2017,4:00 PM,Sat,(23) Northwestern,42,@,Illinois,7,,Memorial Stadium - Champaign Illinois
807,14,Nov 25 2017,12:00 PM,Sat,(8) Ohio State,31,@,Michigan,20,,Michigan Stadium - Ann Arbor Michigan
808,14,Nov 25 2017,3:45 PM,Sat,(3) Oklahoma,59,,West Virginia,31,,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
809,14,Nov 25 2017,12:00 PM,Sat,(18) Oklahoma State,58,,Kansas,17,,Boone Pickens Stadium - Stillwater Oklahoma
810,14,Nov 25 2017,7:00 PM,Sat,Oregon,69,,Oregon State,10,,Autzen Stadium - Eugene Oregon
811,14,Nov 25 2017,3:30 PM,Sat,(12) Penn State,66,@,Maryland,3,,Capital One Field at Maryland Stadium - College Park Maryland
812,14,Nov 25 2017,12:00 PM,Sat,Purdue,31,,Indiana,24,,Ross-Ade Stadium - West Lafayette Indiana
813,14,Nov 25 2017,5:00 PM,Sat,San Jose State,20,,Wyoming,17,,CEFCU Stadium - San Jose California
814,14,Nov 25 2017,12:00 PM,Sat,Southern Methodist,41,,Tulane,38,,Gerald J. Ford Stadium - Dallas Texas
815,14,Nov 25 2017,2:30 PM,Sat,Southern Mississippi,28,@,Marshall,27,,Joan C. Edwards Stadium - Huntington West Virginia
816,14,Nov 25 2017,8:00 PM,Sat,(20) Stanford,38,,(9) Notre Dame,20,,Stanford Stadium - Stanford California
817,14,Nov 25 2017,4:00 PM,Sat,Temple,43,@,Tulsa,22,,H.A. Chapman Stadium - Tulsa Oklahoma
818,14,Nov 25 2017,10:00 PM,Sat,Utah,34,,Colorado,13,,Rice-Eccles Stadium - Salt Lake City Utah
819,14,Nov 25 2017,4:00 PM,Sat,Vanderbilt,42,@,Tennessee,24,,Neyland Stadium - Knoxville Tennessee
820,14,Nov 25 2017,8:00 PM,Sat,(15) Washington,41,,(14) Washington State,14,,Husky Stadium - Seattle Washington
821,14,Nov 25 2017,3:30 PM,Sat,(5) Wisconsin,31,@,Minnesota,0,,TCF Bank Stadium - Minneapolis Minnesota
822,15,Dec 1 2017,8:00 PM,Fri,(11) Southern California,31,,(14) Stanford,28,,Levi's Stadium - Santa Clara California
823,15,Dec 2 2017,2:30 PM,Sat,Appalachian State,63,,Louisiana,14,,Kidd Brewer Stadium - Boone North Carolina
824,15,Dec 2 2017,7:45 PM,Sat,Boise State,17,,(25) Fresno State,14,,Albertsons Stadium - Boise Idaho
825,15,Dec 2 2017,12:00 PM,Sat,(12) Central Florida,62,,(16) Memphis,55,,Spectrum Stadium - Orlando Florida
826,15,Dec 2 2017,8:00 PM,Sat,(1) Clemson,38,,(7) Miami (FL),3,,Bank of America Stadium - Charlotte North Carolina
827,15,Dec 2 2017,1:00 PM,Sat,Coastal Carolina,28,,Georgia Southern,17,,Brooks Stadium - Conway South Carolina
828,15,Dec 2 2017,12:00 PM,Sat,Florida Atlantic,41,,North Texas,17,,FAU Football Stadium - Boca Raton Florida
829,15,Dec 2 2017,12:00 PM,Sat,Florida International,63,,Massachusetts,45,,Riccardo Silva Stadium - Miami Florida
830,15,Dec 2 2017,12:00 PM,Sat,Florida State,42,,Louisiana-Monroe,10,,Doak Campbell Stadium - Tallahassee Florida
831,15,Dec 2 2017,4:00 PM,Sat,(6) Georgia,28,,(4) Auburn,7,,Mercedes-Benz Stadium - Atlanta Georgia
832,15,Dec 2 2017,2:00 PM,Sat,Idaho,24,@,Georgia State,10,,Georgia State Stadium - Atlanta Georgia
833,15,Dec 2 2017,4:30 PM,Sat,New Mexico State,22,,South Alabama,17,,Aggie Memorial Stadium - Las Cruces New Mexico
834,15,Dec 2 2017,8:00 PM,Sat,(8) Ohio State,27,,(3) Wisconsin,21,,Lucas Oil Stadium - Indianapolis Indiana
835,15,Dec 2 2017,12:30 PM,Sat,(2) Oklahoma,41,,(10) Texas Christian,17,,AT&T Stadium - Arlington Texas
836,15,Dec 2 2017,12:00 PM,Sat,Toledo,45,,Akron,28,,Ford Field - Detroit Michigan
837,15,Dec 2 2017,7:30 PM,Sat,Troy,32,@,Arkansas State,25,,Centennial Bank Stadium - Jonesboro Arkansas
838,16,Dec 9 2017,3:00 PM,Sat,Army,14,,Navy,13,,Lincoln Financial Field - Philadelphia Pennsylvania
839,17,Dec 16 2017,3:30 PM,Sat,(25) Boise State,38,,Oregon,28,,Las Vegas Bowl (Sam Boyd Stadium - Las Vegas Nevada)
840,17,Dec 16 2017,2:30 PM,Sat,Georgia State,27,,Western Kentucky,17,,Cure Bowl (Camping World Stadium - Orlando Florida)
841,17,Dec 16 2017,4:30 PM,Sat,Marshall,31,,Colorado State,28,,New Mexico Bowl (Dreamstyle Stadium - Albuquerque New Mexico)
842,17,Dec 16 2017,8:00 PM,Sat,Middle Tennessee State,35,,Arkansas State,30,,Camellia Bowl (Montgomery AL)
843,17,Dec 16 2017,1:00 PM,Sat,Troy,50,,North Texas,30,,New Orleans Bowl (Mercedes-Benz Superdome - New Orleans Louisiana)
844,18,Dec 19 2017,7:00 PM,Tue,Florida Atlantic,50,,Akron,3,,Boca Raton Bowl (FAU Football Stadium - Boca Raton Florida)
845,18,Dec 20 2017,8:00 PM,Wed,Louisiana Tech,51,,Southern Methodist,10,,Frisco Bowl (Toyota Stadium - Frisco Texas)
846,18,Dec 21 2017,8:00 PM,Thu,Temple,28,,Florida International,3,,Gasparilla Bowl (Tropicana Field - St. Petersburg Florida)
847,18,Dec 22 2017,12:30 PM,Fri,Ohio,41,,Alabama-Birmingham,6,,Bahamas Bowl (Thomas Robinson Stadium - Nassau BHS)
848,18,Dec 22 2017,4:00 PM,Fri,Wyoming,37,,Central Michigan,14,,Famous Idaho Potato Bowl (Albertsons Stadium - Boise Idaho)
849,18,Dec 23 2017,7:00 PM,Sat,Appalachian State,34,,Toledo,0,,Dollar General Bowl (Ladd-Peebles Stadium - Mobile Alabama)
850,18,Dec 23 2017,3:30 PM,Sat,Army,42,,San Diego State,35,,Armed Forces Bowl (Amon G. Carter Stadium - Fort Worth Texas)
851,18,Dec 23 2017,12:00 PM,Sat,(23) South Florida,38,,Texas Tech,34,,Birmingham Bowl (Legion Field - Birmingham Alabama)
852,18,Dec 24 2017,8:30 PM,Sun,Fresno State,33,,Houston,27,,Hawaii Bowl (Aloha Stadium - Honolulu Hawaii)
853,19,Dec 26 2017,5:15 PM,Tue,Duke,36,,Northern Illinois,14,,Quick Lane Bowl (Ford Field - Detroit Michigan)
854,19,Dec 26 2017,9:00 PM,Tue,Kansas State,35,,UCLA,17,,Cactus Bowl (Chase Field - Phoenix Arizona)
855,19,Dec 26 2017,1:30 PM,Tue,Utah,30,,West Virginia,14,,Heart of Dallas Bowl (Dallas TX)
856,19,Dec 27 2017,1:30 PM,Wed,Florida State,42,,Southern Mississippi,13,,Independence Bowl (Independence Stadium - Shreveport Louisiana)
857,19,Dec 27 2017,5:15 PM,Wed,Iowa,27,,Boston College,20,,Pinstripe Bowl (New Yankee Stadium - New York New York)
858,19,Dec 27 2017,8:30 PM,Wed,Purdue,38,,Arizona,35,,Foster Farms Bowl (Levi's Stadium - Santa Clara California)
859,19,Dec 27 2017,9:00 PM,Wed,Texas,33,,Missouri,16,,Texas Bowl (NRG Stadium - Houston Texas)
860,19,Dec 28 2017,9:00 PM,Thu,(18) Michigan State,42,,(21) Washington State,17,,Holiday Bowl (SDCCU Stadium - San Diego California)
