name,region,id,rating,massey,colley,elo,wins,losses,games_played
Paul Laurence Dunbar,11,190,100.94,98.28,101.83,102.72,33,6,35
Mercer County,12,162,93.14,94.37,94.32,90.73,33,2,35
Henry Clay,11,109,91.24,93.92,90.4,89.4,28,6,33
Trinity (Louisville),7,243,91.14,91.89,92.48,89.06,29,7,34
Covington Catholic,9,60,91.05,97.24,89.63,86.27,28,7,27
Bowling Green,4,26,90.47,88.44,90.68,92.3,31,3,33
Newport Central Catholic,9,174,89.96,89.76,88.38,91.74,30,5,35
Scott County,11,216,87.63,89.1,89.91,83.87,29,6,29
Doss,6,69,86.57,85.67,84.73,89.32,30,6,36
Christian County,2,52,85.06,88.41,84.11,82.66,29,3,25
South Laurel,13,226,84.5,87.33,82.51,83.66,29,7,36
Taylor County,5,238,82.98,82.3,81.9,84.75,25,9,30
Southwestern,12,230,82.06,84.09,84.56,77.53,24,7,29
Ballard,7,9,81.85,87.47,79.93,78.15,22,11,28
Bullitt East,6,36,81.66,86.13,81.83,77.03,27,6,30
North Hardin,5,177,81.5,83.85,82.78,77.87,26,8,32
Owen County,8,183,81.19,84.38,79.67,79.52,29,4,32
Male,7,152,81.09,85.1,81.58,76.6,25,6,31
Lafayette,11,132,80.26,87.03,80.37,73.36,20,11,27
Murray,1,171,79.46,77.66,78.29,82.44,30,6,31
St. Xavier,7,236,79.21,81.97,75.74,79.92,23,10,32
Perry County Central,14,192,79.1,77.22,80.09,79.99,25,5,29
Oldham County,8,181,78.75,85.9,76.68,73.68,23,9,29
Cooper,9,58,78.02,81.91,79.7,72.45,24,5,26
South Oldham,8,227,77.28,81.67,74.33,75.85,29,6,35
Madison Central,11,148,76.9,82.45,73.91,74.35,20,12,31
Holy Cross (Covington),9,115,76.58,80.46,78.31,70.98,23,9,32
Lawrence County,15,133,76.49,76.12,75.8,77.56,29,5,32
Paducah Tilghman,1,187,76.34,80.04,73.96,75.02,27,5,27
Clay County,13,53,75.98,78.22,73.84,75.88,25,8,29
Wayne County,12,254,75.63,80.93,74.19,71.76,18,11,21
Bardstown,5,12,75.58,74.92,73.67,78.14,26,8,32
Central Hardin,5,50,74.04,76.2,74.69,71.23,22,7,26
Hopkinsville,2,118,73.88,81.26,69.43,70.96,20,13,27
Eastern,7,74,73.84,79.43,70.97,71.12,18,12,30
Lexington Catholic,11,138,73.48,83.65,68.37,68.42,14,13,27
Barren County,4,13,73.2,77.33,70.66,71.6,28,6,33
Harlan County,13,104,72.86,74.37,72.2,72,24,5,27
Fern Creek,6,83,72.79,81.19,69.76,67.44,19,13,30
Central,7,49,72.17,83.02,67.5,65.99,15,12,25
Lexington Christian,11,139,71.9,79.07,68.34,68.29,18,13,31
Paris,10,189,71.7,76.06,70.99,68.06,24,6,30
Daviess County,3,64,70.82,73.39,71.31,67.75,21,7,28
Waggener,7,249,70.68,81.88,65.77,64.39,15,13,24
North Laurel,13,178,70.46,76.73,69.69,64.98,24,6,30
Campbell County,10,43,70.34,75.71,67.4,67.91,19,13,29
Franklin-Simpson,4,89,70.27,73.15,71.23,66.44,24,5,29
Montgomery County,10,167,69.86,76.9,68.67,64.01,21,12,32
Mason County,10,155,69.71,71.47,66.55,71.1,23,11,33
Graves County,1,97,69.7,74.52,66.8,67.78,23,10,26
Owensboro Catholic,3,185,69.62,72.55,66.22,70.09,22,10,31
Warren Central,4,251,69.29,77.61,65.72,64.54,19,13,28
Cordia,NaN,269,69.18,74.18,68.87,64.5,15,10,25
West Jessamine,12,257,69.14,75.18,67.12,65.12,18,14,31
Lincoln County,12,140,68.86,71.09,67.33,68.16,19,12,31
North Bullitt,6,176,68.77,74.41,67.59,64.32,23,7,29
Augusta,10,8,68.56,69.87,65.14,70.66,24,7,29
Bishop Brossart,10,23,67.62,74.5,66.77,61.59,19,8,27
Conner,9,57,67.56,77.11,63.94,61.62,18,11,28
Meade County,3,160,67.48,74.9,64.62,62.91,22,11,32
Madisonville-North Hopkins,2,150,67.39,73.05,63.83,65.27,22,8,25
DuPont Manual,7,70,67.2,76.88,61.15,63.58,17,13,27
Holmes,9,114,67.2,74.58,63.04,63.98,13,12,23
Dixie Heights,9,68,67.11,74.18,65.17,61.99,19,11,28
John Hardin,5,124,66.76,71.63,63.73,64.92,17,12,27
Hazard,14,107,66.56,66.17,64.9,68.62,19,5,24
Valley,6,247,66.35,74.89,64.24,59.92,21,12,31
Elliott County,16,77,66.28,71.03,60.03,67.78,22,8,30
Boyle County,12,28,66.22,74.11,64.19,60.37,15,12,27
Pleasure Ridge Park,6,198,65.76,74.08,60.57,62.61,16,10,21
Corbin,13,59,65.69,73.48,59.96,63.63,19,11,28
Webster County,2,255,65.28,69.18,60.64,66.02,25,5,24
Russell County,4,211,64.85,71.32,59.5,63.72,20,9,29
Russellville,4,212,64.42,74.06,60.76,58.43,18,8,24
Knox Central,13,130,64.36,70.31,61.19,61.58,17,11,26
Pulaski County,12,202,63.97,73.11,61.75,57.06,16,13,28
Casey County,12,47,63.45,68.68,56.38,65.29,16,18,31
McCracken County,1,157,63.24,69.89,57.14,62.68,24,10,30
Rockcastle County,12,207,63.13,68.24,61.77,59.38,19,13,29
Breckinridge County,3,31,62.97,69.8,58.35,60.75,21,9,26
Letcher County Central,14,136,61.48,66.71,56.75,60.97,21,10,26
Anderson County,8,4,61.39,67.82,53.74,62.62,18,14,32
Muhlenberg County,3,170,61.06,66.66,55.01,61.51,16,14,30
Johnson Central,15,125,60.95,65.15,55.35,62.36,20,13,30
Morgan County,16,169,60.94,67.85,55.84,59.13,20,9,29
Rowan County,16,209,60.76,69.58,53.93,58.78,20,12,31
Scott,10,215,60.71,68.18,55.32,58.62,13,17,29
Bryan Station,11,33,60.57,71.43,57.23,53.06,10,19,28
Newport,9,173,60.54,69.02,57.79,54.8,17,15,31
Magoffin County,15,151,60.49,64.8,57.59,59.09,22,9,31
George Rogers Clark,10,94,60.2,71.51,54.8,54.29,15,15,30
Caverna,5,48,60.12,64.04,55.42,60.91,16,11,27
Henderson County,2,108,59.85,67.97,52.93,58.66,12,17,26
Green County,5,99,59.73,67.01,55.84,56.32,21,10,31
West Carter,16,256,59.58,64.43,55.26,59.04,21,9,30
Boyd County,16,27,59.47,68.31,51.83,58.29,21,13,32
Adair County,5,1,59.43,63.55,59.61,55.14,21,8,29
Butler,6,38,59.3,71.45,54.94,51.5,12,13,25
Kentucky Country Day,7,127,59.3,70.35,52.85,54.7,14,10,24
Buckhorn,14,34,59.29,65.87,49.27,62.74,19,16,35
June Buchanan,14,126,59.14,64.28,54.08,59.06,20,10,27
Danville,12,63,58.76,69.77,54.21,52.31,15,15,30
Christian Academy-Louisville,7,51,58.74,73.99,52.24,49.98,14,14,27
Madison Southern,11,149,58.71,72.5,53.81,49.83,18,15,31
South Warren,4,228,58.7,63.88,52.77,59.44,14,15,29
Shelby County,8,219,58.53,65.46,50.89,59.23,16,14,29
St. Henry,9,233,58.42,68.12,51.85,55.3,14,17,29
Collins,8,55,58.33,67.59,50.94,56.47,15,18,33
Owensboro,3,184,58.3,67.49,51.5,55.9,9,14,22
Whitley County,13,261,57.27,65.59,50.69,55.52,17,13,26
Franklin County,11,88,56.61,64.55,50.39,54.9,15,14,29
