name,region,id,rating,massey,colley,elo,wins,losses,games_played
Ballard,7,10,90.8,100.25,91.77,80.38,27,4,20
Scott County,8,225,90.41,93.1,91.43,86.7,31,5,28
Lexington Catholic,11,143,88.96,94.29,86.42,86.16,32,5,27
Pleasure Ridge Park,6,206,88.91,94.65,91.06,81.03,28,6,30
Male,7,158,88.2,93.1,89.21,82.29,27,8,32
Newport Central Catholic,9,183,86.62,84.79,88.85,86.21,30,6,35
Elizabethtown,5,78,85.96,82.93,87.47,87.49,30,5,35
Russellville,4,221,85.58,87.41,85.68,83.66,28,6,30
Lafayette,11,137,85.16,85.94,89.66,79.88,24,5,27
Iroquois,6,126,83.44,85.25,86.12,78.94,29,3,29
Bowling Green,4,27,81.22,86.84,80.51,76.3,25,5,29
Fairdale,6,85,81.06,86.76,82.96,73.47,23,8,26
Corbin,13,58,80.92,81.55,80.14,81.05,29,3,31
Madisonville-North Hopkins,2,156,80.1,86.34,80.79,73.16,20,6,22
Madison Central,11,154,79.87,85.45,80.5,73.68,24,8,31
Muhlenberg North,3,178,79.32,82.5,79,76.45,24,7,29
Marion County,5,159,78.35,78.84,80.9,75.3,27,4,31
Graves County,1,103,77.7,76.98,80.95,75.19,27,4,22
Holmes,9,121,76.78,79.23,74.89,76.22,21,9,29
Johnson Central,15,131,76.48,75.77,76.41,77.26,26,7,33
Shelby County,8,228,76.48,81.99,74.93,72.53,22,9,31
Owensboro Catholic,3,193,75.9,79.25,77.01,71.45,23,6,28
DuPont Manual,7,73,75.75,84.49,74.96,67.81,20,10,30
Paducah Tilghman,1,195,74.75,79.32,74.41,70.54,23,7,24
Hopkins County Central,2,124,74.33,79.26,71.15,72.57,26,6,31
Bryan Station,11,34,74.32,81.52,75.8,65.65,18,8,26
Perry County Central,14,200,73.98,75.9,72.88,73.16,25,9,33
Highlands,9,120,73.78,79.43,73.86,68.05,21,9,29
Paul Laurence Dunbar,11,198,73.53,80.46,71.91,68.22,19,11,30
Boyd County,16,28,73.51,80.46,71.03,69.02,22,8,29
Covington Catholic,9,60,73.32,79.37,74.38,66.21,18,9,25
Simon Kenton,9,232,73.24,78.28,75.22,66.21,21,8,29
George Rogers Clark,10,100,71.26,81.75,69.5,62.53,20,9,29
Christian County,2,53,71.09,77.45,67.7,68.13,19,9,20
St. Mary,1,241,70.23,71.53,73.44,65.71,24,7,28
Paintsville,15,196,69.73,72.94,68.72,67.54,19,9,20
South Laurel,12,235,69.38,75.48,68.5,64.15,18,9,22
Franklin County,11,94,69.29,73.36,69.95,64.56,18,9,27
Owsley County,14,194,69.05,69.51,68.31,69.34,24,7,29
Nelson County,5,181,68.54,71.96,69.03,64.63,21,9,30
Oldham County,8,189,68.45,73.23,69.25,62.86,21,6,23
Campbell County,10,43,68.16,74.46,69.88,60.13,20,10,30
St. Xavier,7,243,68.09,79.8,65.36,59.12,14,13,24
Pikeville,15,204,67.87,70.2,64.7,68.7,21,8,26
Harlan,13,109,67.73,69.82,67.84,65.52,22,8,30
Bishop Brossart,10,24,67.28,73.59,63.19,65.05,20,13,33
Henry Clay,11,116,67.22,73.75,67.58,60.32,17,10,24
Greenwood,4,107,67.06,76.73,66.85,57.59,19,9,25
Ashland Blazer,16,7,67.04,73.82,61.3,66.02,17,11,25
Daviess County,3,66,66.99,74.52,64.82,61.63,17,8,24
Dixie Heights,9,71,66.77,75.66,65.33,59.32,16,8,24
South Floyd,15,234,66.73,72.86,62.68,64.64,25,6,31
Anderson County,8,5,66.5,73.71,64.01,61.77,16,7,23
Clay County,13,55,65.62,67.79,62.87,66.21,21,9,29
Glasgow,4,101,65.42,67.86,63.4,65.01,22,8,30
Meade County,5,165,65.28,73.52,65.62,56.7,18,10,27
Breckinridge County,3,32,65.14,70.26,64.92,60.24,20,8,28
Ohio County,3,188,65.05,76.56,62.82,55.75,18,9,26
Warren Central,4,258,64.99,71.6,62.81,60.57,20,9,28
Williamsburg,13,270,64.61,67.46,63.73,62.63,26,4,22
