name,region,id,rating,massey,colley,elo,wins,losses,games_played
Bowling Green,4,26,100.15,97.18,99.51,103.75,36,2,37
Scott County,11,217,99.09,103.77,98.41,95.1,31,6,31
Fern Creek,6,84,98.74,97.66,101.58,96.98,35,3,37
Trinity (Louisville),7,244,95.22,100.34,97.03,88.29,29,4,28
Ballard,7,9,94.21,98.1,94.34,90.18,29,7,30
Covington Catholic,9,61,94.06,99.26,93.44,89.47,29,6,30
Cooper,9,58,92.11,92.28,90.83,93.23,31,5,34
Hopkinsville,2,119,86.5,85.68,86.59,87.22,28,7,31
Paul Laurence Dunbar,11,191,85.34,92.12,85.33,78.58,21,9,27
Lexington Catholic,11,139,84.55,87.26,83.54,82.84,24,9,30
Christian County,2,52,82.92,86.42,83.15,79.2,27,8,30
Corbin,13,59,81.7,83.38,82.87,78.85,27,6,32
Oldham County,8,182,81.67,85.6,81.23,78.19,26,6,32
Perry County Central,14,193,80.74,78.94,80.77,82.51,28,8,34
Adair County,5,1,79.78,83.02,76.39,79.93,32,2,34
Lexington Christian,11,140,79.58,88.11,77.07,73.56,23,9,31
Campbell County,10,43,79.4,83.86,78.83,75.5,30,5,34
Knox Central,13,131,79.24,84.66,75.73,77.35,27,6,29
Pulaski County,12,203,78.95,82.01,76.7,78.15,27,8,32
Harlan County,13,105,78.75,76.57,81.07,78.62,31,4,33
Franklin-Simpson,4,90,78.45,83,76.11,76.23,26,7,33
Doss,6,70,78.37,83.2,78.07,73.82,22,11,31
Southwestern,12,231,77.7,85.23,76.38,71.49,24,6,30
South Oldham,8,228,77.35,84.3,74.89,72.85,26,6,32
North Hardin,5,178,77.29,83.84,74.35,73.69,23,9,32
Dixie Heights,9,69,77.01,81.26,78.22,71.54,26,7,31
Paris,10,190,76.52,77.51,75.28,76.78,26,8,31
Graves County,1,98,76.03,78.08,72.25,77.78,27,8,28
Elliott County,16,78,75.42,75.05,74.78,76.42,26,4,27
Mercer County,12,163,74.57,78.15,70.84,74.74,25,8,33
Valley,6,248,74.52,79.7,75.64,68.21,22,9,30
Pleasure Ridge Park,6,199,74.49,83.51,71.33,68.62,18,11,24
Madison Central,11,149,74.16,79.68,68.95,73.84,19,15,33
Bullitt East,6,36,73.62,81.99,72.28,66.61,20,9,28
South Laurel,13,227,73.43,81.11,72.58,66.6,23,11,32
Bardstown,5,12,73.29,77.01,72.37,70.48,22,8,28
Madison Southern,11,150,73.06,76.18,70.52,72.48,26,6,32
Waggener,7,250,73.04,82.11,70.71,66.31,19,12,26
Christian Academy-Louisville,7,51,72.54,78.81,69.38,69.43,24,11,33
Scott,10,216,72.09,75.36,66.18,74.74,23,13,34
Apollo,3,5,72.01,73.97,75.08,66.97,22,7,28
St. Xavier,7,237,71.38,78.7,68.09,67.35,19,12,26
John Hardin,5,125,71.28,78.11,66.32,69.4,23,11,34
North Laurel,13,179,71.25,79.44,67.4,66.93,24,8,26
Russellville,4,213,71.14,76.65,67.97,68.79,22,12,33
Owensboro Catholic,3,186,70.89,75.69,69.96,67.01,22,11,31
Lincoln County,12,141,70.77,76.2,67.68,68.44,23,10,32
Johnson Central,15,126,70.24,71.83,69.05,69.85,27,7,33
Newport Central Catholic,9,175,69.85,75.17,66.37,68,21,13,33
Taylor County,5,239,69.74,72.27,65.57,71.37,20,15,33
Collins,8,55,69.69,73.42,67.59,68.08,24,13,37
West Carter,16,257,69.51,68.24,68.31,71.99,26,7,33
DeSales,6,68,69.42,76.22,68.23,63.81,18,13,31
Walton-Verona,8,251,68.93,72.63,65.59,68.55,26,7,33
Lafayette,11,133,68.92,79.46,65.07,62.24,15,16,30
McCracken County,1,158,68.79,69.8,66.93,69.65,25,9,30
Sayre,11,215,67.94,71.32,63.55,68.96,23,10,33
Boyd County,16,27,67.92,73.19,65.77,64.8,26,7,26
Bryan Station,11,33,67.53,75.88,63.15,63.56,13,13,26
Henderson County,2,109,66.78,73,62.01,65.35,22,10,26
Paducah Tilghman,1,188,66.6,73.26,60.81,65.73,20,11,28
Knott County Central,14,130,66.49,71.5,61.31,66.67,22,10,31
North Oldham,8,180,66.43,70.62,62.23,66.43,20,11,31
Marshall County,1,155,66.4,72.33,65.49,61.38,21,11,23
Butler,6,38,66.15,77.48,62.96,58.01,16,12,26
LaRue County,5,132,66.03,70.81,60.96,66.32,26,8,31
Male,7,153,65.87,73.32,61.08,63.21,15,14,27
Conner,9,57,65.57,73.27,60.82,62.6,15,12,27
Letcher County Central,14,137,65.1,68.01,58.36,68.93,24,9,31
Spencer County,8,232,65.02,70.38,62.41,62.26,20,9,28
Eastern,7,75,64.9,75.93,60.67,58.12,15,15,30
Anderson County,8,4,64.85,70.43,60.64,63.49,21,12,33
George Rogers Clark,10,95,64.78,74.53,60.6,59.22,20,13,32
Rockcastle County,12,208,64.64,70,61.26,62.66,20,12,31
Wayne County,12,255,64.6,73.14,58.61,62.04,17,17,31
Rowan County,16,210,64.36,67.63,62.62,62.84,25,9,32
Mayfield,1,157,64.34,70.78,59.96,62.29,23,11,34
Simon Kenton,8,224,64.33,78.17,57.37,57.45,15,14,29
Warren Central,4,252,64.32,74.05,60.87,58.05,17,14,31
Henry Clay,11,110,64.22,76.38,57.44,58.83,11,16,25
West Jessamine,12,258,63.96,74.16,56.2,61.51,15,17,31
Moore,6,169,63.72,73.19,61.27,56.7,20,12,27
Daviess County,3,65,63.36,71.92,58.6,59.56,21,13,33
Boyle County,12,28,63.29,70.8,56.54,62.51,17,15,31
Pikeville,15,197,62.71,65.16,56.93,66.03,23,9,27
Sheldon Clark,15,222,62.58,71.1,59.08,57.56,19,12,27
