name,region,id,rating,massey,colley,elo,wins,losses,games_played
Scott County,11,223,105.82,98.93,110.5,108.04,34,2,30
Ballard,7,9,103.11,100.83,108.39,100.09,35,3,30
Warren Central,4,256,92.62,91.41,95.32,91.13,30,5,32
Mason County,10,160,91.43,91.48,91.56,91.25,28,3,30
Bryan Station,11,33,90.57,92.29,94.93,84.49,24,8,29
Male,7,157,90.1,89.47,95.31,85.52,27,6,31
Tates Creek,11,243,87.65,89.39,91.34,82.21,26,7,32
Jeffersontown,7,126,87.25,92.1,85.31,84.33,23,8,26
Lexington Catholic,11,142,87.19,87.82,89.21,84.53,23,10,24
Covington Catholic,9,60,84.59,84.9,85.9,82.96,24,7,30
Christian County,2,53,84.3,85.55,85.45,81.91,28,5,32
South Laurel,13,233,83.3,82.42,80.46,87.02,29,6,30
Bishop Brossart,10,23,82.14,81.36,81.94,83.14,28,5,32
George Rogers Clark,10,98,81.87,81,81.99,82.62,26,8,34
Madison Central,11,153,81.6,87.05,80.31,77.46,23,8,29
Trinity (Louisville),7,248,81.39,85.37,84.83,73.97,21,8,27
Doss,6,72,81.14,84.99,82.55,75.87,23,9,32
Holmes,9,118,81.08,80.78,77.99,84.47,25,10,32
Pleasure Ridge Park,6,204,81.02,83.72,80.26,79.07,23,6,25
Fairdale,6,85,80.69,83.4,81.18,77.5,24,8,29
Eastern,7,77,77.41,83.52,75.96,72.74,21,11,28
Central Hardin,5,51,76.36,78.43,78.42,72.24,24,4,28
Russell,16,217,76.25,73.82,78.29,76.63,27,5,31
Greenwood,4,105,76.09,80.04,75.97,72.26,25,9,34
Elliott County,16,80,74.81,76.47,70.99,76.96,25,7,31
Henderson County,2,112,74.62,74.84,72.66,76.36,24,6,22
DuPont Manual,7,73,74.44,80,75.9,67.42,18,10,25
Owensboro,3,190,74.26,74.46,72.26,76.08,24,9,30
Adair County,5,1,73.86,74.61,69.34,77.62,24,10,33
Allen County-Scottsville,4,3,73.81,78.79,73.12,69.51,25,6,31
Henry Clay,11,113,73.68,80.28,73.29,67.47,16,14,29
Meade County,3,164,73.02,76.59,69.67,72.81,23,7,28
Shelby County,8,226,72.7,76.98,72.58,68.55,22,8,29
Simon Kenton,8,230,72.45,78.12,70.79,68.44,24,9,33
Bell County,13,17,72.34,74.5,70.04,72.48,25,6,29
Oldham County,8,187,72.16,74.96,69.21,72.31,23,7,30
Apollo,3,5,71.61,74.68,71.15,69,22,10,31
Iroquois,6,123,71.53,78.43,70.74,65.42,19,8,27
Caldwell County,2,40,70.93,73.33,67.94,71.51,23,4,26
DeSales,6,69,70.92,80.76,68.32,63.69,13,10,22
Paducah Tilghman,1,193,70.81,73.86,64.78,73.8,25,8,26
Calloway County,1,41,70.5,72.66,70.17,68.69,22,10,24
Elizabethtown,5,79,70.08,77.4,66.27,66.57,17,11,27
Lincoln County,12,144,69.97,72.61,67.59,69.72,24,10,33
Scott,10,222,69.96,76.14,64.9,68.83,22,11,30
Holy Cross (Covington),9,119,69.64,75.73,66.28,66.91,15,9,20
Marshall County,1,159,69.44,70.3,66.14,71.86,22,8,25
Lafayette,11,136,69.4,77.13,66.72,64.34,11,17,28
June Buchanan,14,130,69.33,69.1,66.64,72.26,26,7,33
Muhlenberg North,3,175,68.75,71.58,67.02,67.66,22,10,29
Corbin,13,58,68.74,70.96,63.47,71.8,24,8,27
John Hardin,5,128,68.73,72.88,66.13,67.17,20,10,30
Paul Laurence Dunbar,11,196,68.71,77.45,66.78,61.9,14,16,27
Ashland Blazer,16,6,68.1,70.96,66.04,67.29,22,11,30
Sayre,11,221,67.99,72.74,66.09,65.15,19,6,25
Shelby Valley,15,227,67.95,69.46,64.25,70.16,29,4,30
Hazard,14,110,67.14,66.96,65.39,69.07,25,9,33
Graves County,1,101,67.02,72.98,64.45,63.62,18,11,21
Gallatin County,8,96,66.89,69.27,65.31,66.1,25,7,29
Seneca,7,224,66.5,76.58,61.55,61.37,14,14,26
Bowling Green,4,26,66.08,71.56,64.93,61.74,18,12,28
Butler,6,38,65.75,75.33,61.08,60.85,15,14,27
Anderson County,8,4,65.48,68.38,64.31,63.75,21,7,28
West Jessamine,12,262,65.38,68.12,63.91,64.12,20,10,27
Madisonville-North Hopkins,2,155,65.04,70.28,61.05,63.78,22,10,29
Bardstown,5,12,64.94,68.67,63.53,62.62,21,10,31
St. Henry,9,239,64.01,71.95,59.94,60.14,18,11,28
Breathitt County,14,30,63.87,65.28,62.82,63.52,25,4,29
Montgomery County,10,171,63.84,70.35,62.05,59.11,22,8,30
Moore,7,173,63.78,72.22,63.16,55.96,19,13,31
Boyle County,12,28,63.61,69.57,56.79,64.47,18,13,31
Franklin County,11,92,63.52,71.81,59.64,59.09,15,12,27
Newport Central Catholic,9,180,62.98,71.84,55.61,61.48,15,14,28
Perry County Central,14,198,62.84,63.53,59.1,65.88,20,8,26
Boone County,9,24,62.31,74.34,59.8,52.8,18,12,30
Rose Hill Christian,16,215,62.3,67.76,62.56,56.59,18,6,20
Franklin-Simpson,4,93,62.11,70.38,59.59,56.36,19,13,30
South Oldham,8,234,61.92,69.86,59.83,56.07,18,12,30
Russellville,4,219,61.37,66.78,58.6,58.72,17,11,25
Clinton County,4,55,61.36,68.82,57.82,57.42,21,10,26
Heath,1,111,61.33,67.94,55.99,60.07,21,10,28
Mayfield,1,161,61.33,68.5,54.48,61,17,8,24
St. Xavier,7,242,61.22,75.9,54.28,53.48,9,17,24
Owen County,8,189,61.1,67.13,57.12,59.06,21,6,26
Fern Creek,7,87,60.54,71.49,55.01,55.12,12,15,27
Pulaski County,12,209,60.2,63.5,55.47,61.61,21,10,29
University Heights,2,251,59.8,67.72,53.15,58.52,13,14,25
Hopkinsville,2,122,59.75,67.02,57.03,55.22,19,12,29
Paintsville,15,194,59.66,64.64,56.95,57.38,20,10,24
Bullitt East,6,36,59.44,72.26,55.13,50.93,16,13,27
Southwestern,12,236,59.06,65.27,55.14,56.76,18,11,29
North Hardin,5,183,59,65.42,51.61,59.96,15,18,30
Western,6,263,58.98,67.2,56.28,53.46,17,13,30
Russell County,4,218,58.76,66.65,55.19,54.45,16,13,29
Belfry,15,16,58.48,61.28,52.52,61.63,24,8,24
Clay County,13,54,58.17,62.52,54.91,57.07,20,9,27
Christian Academy-Louisville,7,52,57.86,68.54,52.67,52.38,17,13,30
Boyd County,16,27,57.4,61.98,55.49,54.73,15,14,26
McCreary Central,12,162,57.24,63.58,52.65,55.49,20,8,25
Ohio County,3,186,56.75,64.79,52.53,52.92,14,14,26
Bethlehem,5,21,56.7,62.5,53.12,54.49,18,11,29
Grayson County,3,102,56.7,61.12,55.6,53.37,20,10,30
Greenup County,16,104,56.38,61.42,53.58,54.15,17,10,23
Western Hills,11,264,56.2,62.65,49.2,56.76,17,12,29
Central,6,50,55.99,70.02,47.96,49.99,11,14,23
St. Mary,1,240,55.93,66.22,47.9,53.67,15,14,26
Pineville,13,203,55.67,60.94,47.43,58.64,16,12,26
Dixie Heights,9,71,55.59,66.34,50.66,49.78,16,16,27
Powell County,14,206,55.21,60.27,49.85,55.51,19,11,30
East Jessamine,12,75,55.14,64.94,49.42,51.04,15,15,27
Cumberland,13,62,54.98,60.85,50.49,53.61,21,11,31
Highlands,9,117,54.54,65.92,44.26,53.45,10,19,26
Buckhorn,14,34,53.96,60.34,47.33,54.22,19,11,26
Mercer County,12,166,53.92,65.76,47.42,48.58,17,12,28
Somerset,12,231,53.66,63.71,46.09,51.19,14,15,26
Nelson County,5,178,53.57,56.86,49.86,53.98,12,13,25
Fulton County,1,95,53.42,64.06,45.79,50.41,14,14,20
Barbourville,13,11,52.82,59.47,44.62,54.38,17,10,26
Campbell County,10,43,52.78,61.34,48.54,48.46,14,14,28
Conner,9,57,52.68,65.51,44.67,47.86,13,16,28
Allen Central,15,2,52.67,58.24,47.61,52.16,23,8,28
Silver Grove,10,229,52.65,58.53,46.24,53.17,20,9,29
Muhlenberg South,3,176,52.59,60.67,46.84,50.26,15,16,30
Rowan County,16,216,52.51,61.32,46.28,49.92,16,14,30
Henry County,8,114,52.44,60.03,48.12,49.16,19,11,30
Warren East,4,257,52.39,60.17,49.29,47.71,14,16,30
Lexington Christian,11,143,52.33,64.88,44.16,47.96,10,16,26
Campbellsville,5,44,52.27,60.2,49.67,46.93,15,12,27
Barren County,4,13,51.79,61.01,45.17,49.2,13,17,29
Shawnee,6,225,51.76,64.97,46.09,44.21,13,16,29
Raceland,16,210,51.74,57.87,47.25,50.09,14,15,25
Harrison County,10,108,51.66,57.42,43.87,53.7,14,17,31
Lee County,14,138,51.65,59.24,45.28,50.44,14,11,25
Knox Central,13,134,51.51,60.18,43.7,50.65,14,14,27
Knott County Central,14,133,51.36,59.24,42.36,52.47,13,15,28
Waggener,7,254,51.24,66.62,45.45,41.64,9,16,25
Taylor County,5,244,51.23,59.26,45.17,49.25,17,15,32
Ryle,9,220,51.02,63.76,43.74,45.57,10,18,27
East Carter,16,74,50.9,60.16,45.14,47.39,13,16,28
Hart County,5,109,50.72,58.53,46.6,47.04,18,13,29
Hopkins County Central,2,121,50.63,61.7,43.12,47.05,14,16,28
