name,region,id,rating,massey,colley,elo,wins,losses,games_played
Lexington Catholic,11,141,98.56,99.21,98.34,98.13,32,4,29
Mason County,10,159,97.29,95.43,96.65,99.8,34,4,32
Bryan Station,11,33,95.36,97.49,94.99,93.6,30,3,29
Holmes,9,117,91.53,89.84,90,94.73,34,3,37
Scott County,11,221,89.17,91.91,88.22,87.38,20,12,19
Jeffersontown,7,125,86.75,86.71,87.46,86.08,26,6,28
Eastern,7,76,85.43,85.81,86.92,83.56,28,6,33
University Heights,2,249,83.33,81.87,83.1,85.03,30,5,31
Paul Laurence Dunbar,11,195,83.17,87.13,83.65,78.74,21,8,27
Elliott County,16,79,82.13,85.68,81.04,79.65,26,4,28
Male,7,156,81.61,86.91,82.56,75.37,22,7,28
Ballard,7,9,81.24,84.96,79.57,79.19,20,11,24
Covington Catholic,9,60,80.98,82.3,82.01,78.63,21,9,27
Hazard,14,109,80.56,78.55,80.49,82.65,31,5,32
Paintsville,15,193,79.55,78.42,78.54,81.69,30,4,30
DuPont Manual,7,72,79.31,81.17,78.9,77.86,23,9,30
Paducah Tilghman,1,192,78.97,77.93,77.82,81.16,28,7,27
Corbin,13,58,78.72,79.61,79.47,77.08,25,8,28
DeSales,6,68,78.67,81.28,79.8,74.92,22,6,26
Muhlenberg North,3,174,78.48,82.54,79.19,73.71,26,5,28
Pleasure Ridge Park,6,203,78.48,83.82,76.2,75.42,25,5,24
Lincoln County,12,143,78.26,81.05,77.95,75.79,27,6,33
Owensboro,3,189,77.58,80.12,73.38,79.22,23,10,31
Shelby County,8,224,76.39,77.47,74.21,77.49,25,9,34
Adair County,5,1,75.45,78.55,75.09,72.72,27,6,33
Franklin-Simpson,4,92,75.45,76.45,75.48,74.42,24,7,28
Shelby Valley,15,225,75.34,78.22,73.46,74.34,24,5,23
South Laurel,13,231,75.32,76.47,72.33,77.17,27,8,35
Apollo,3,5,74.84,74.25,74.7,75.57,22,9,29
Greenwood,4,104,74.57,76.93,70.38,76.42,24,11,34
Madison Central,11,152,73.56,81.88,71.69,67.12,17,13,29
George Rogers Clark,10,97,72.8,78.11,66.36,73.93,22,8,30
Barren County,4,13,72.72,77.17,71.55,69.42,26,7,31
Montgomery County,10,170,72.67,76.87,70.42,70.72,24,8,32
Henderson County,2,111,72.5,78.31,68.75,70.45,18,8,21
Marshall County,1,158,72.27,72.91,71.49,72.42,25,6,24
Franklin County,11,91,71.42,73.96,69.22,71.07,20,10,28
Boone County,9,24,71.4,77.41,73.52,63.27,21,8,28
Madisonville-North Hopkins,2,154,71.4,74.94,69.61,69.64,22,10,30
Knox Central,13,133,70.93,73.01,70.67,69.11,24,8,30
Anderson County,8,4,70.87,73.54,69.34,69.72,20,6,26
Bowling Green,4,26,70.63,72.36,69.62,69.92,23,10,31
Bardstown,5,12,70.5,73.34,67.32,70.85,23,8,31
Tates Creek,11,241,70.24,78.59,67.01,65.13,14,14,24
Central Hardin,5,51,69.66,75.14,65.25,68.58,21,11,31
Highlands,9,116,69.39,75.73,68.5,63.93,21,9,28
Henry Clay,11,112,69.2,75.57,66.59,65.42,15,14,27
Clay County,13,54,68.45,71.88,67.69,65.79,20,11,27
McCreary Central,12,161,68.3,71.94,69.01,63.96,24,5,25
Fairdale,6,84,68.17,73,64.47,67.02,22,11,31
Central,6,50,68.12,75.11,62.53,66.71,15,12,26
Waggener,7,252,67.99,72.94,67.16,63.86,22,6,27
Dixie Heights,9,70,67.85,73.54,63.96,66.06,20,12,29
North Hardin,5,182,67.64,75.28,65.24,62.42,21,8,28
Rose Hill Christian,16,213,67.53,69.13,66,67.47,20,11,27
Gallatin County,8,95,67.5,68.53,65.18,68.78,24,8,32
June Buchanan,14,129,66.8,75.92,64.37,60.11,18,8,24
Iroquois,6,122,66.66,71.71,61.11,67.17,21,9,28
Butler,6,38,66.13,74.24,63.33,60.81,15,13,27
East Carter,16,73,65.74,66.12,64.22,66.87,24,8,32
Wayne County,12,257,65.61,69.65,64.04,63.14,21,11,28
Jackson County,13,124,65.49,72.17,63.94,60.37,22,9,28
North Oldham,8,184,65.02,70.22,62.5,62.33,20,9,24
Daviess County,3,65,64.95,72.71,61.84,60.3,18,10,28
Graves County,1,100,64.94,68.87,60.77,65.18,22,11,27
Christian County,2,53,63.9,75.15,53.61,62.93,12,19,29
Hopkinsville,2,121,63.64,73.8,59.83,57.29,17,13,26
Newport Central Catholic,9,179,63.46,71.29,60.18,58.92,16,10,25
Pineville,13,202,63.33,66.95,61.01,62.02,24,6,28
Warren East,4,255,63.07,71.47,62,55.74,18,10,27
Elizabethtown,5,78,63.05,69.35,58.12,61.67,16,12,28
Seneca,7,222,62.95,70.47,56.62,61.75,14,14,28
Metcalfe County,4,166,62.77,66.68,64.13,57.51,21,8,27
Meade County,3,163,62.75,69.39,58.11,60.75,20,8,27
St. Henry,9,237,62.74,67.11,57.32,63.79,18,12,29
West Jessamine,12,260,62.69,67.07,57.77,63.22,22,11,33
Cumberland,13,62,62.61,69.49,60.93,57.4,20,9,27
Trinity (Louisville),7,246,62.38,74.3,55.35,57.48,11,14,25
Grayson County,3,101,62.37,67.5,59.81,59.79,19,11,29
Lexington Christian,11,142,62.04,72.35,59.62,54.16,12,15,27
Campbell County,10,43,62.01,71.84,56.36,57.82,18,11,29
Boyle County,12,28,61.74,66.34,59.86,59.03,17,13,28
Letcher County Central,14,139,61.4,68.06,54.34,61.79,20,11,30
Warren Central,4,254,61.39,71.87,55.21,57.09,11,17,25
Holy Cross (Covington),9,118,61.38,70.49,56.06,57.59,12,14,22
Bath County,16,14,61.21,62.21,59.54,61.89,20,5,23
Cordia,14,59,61.11,64.95,57.95,60.43,20,10,29
North Laurel,13,183,60.96,65.67,59.72,57.5,17,12,29
Ryle,9,218,60.96,70.77,53.79,58.31,13,14,24
Bullitt East,6,36,60.87,69.84,59.85,52.91,19,11,30
Somerset,12,229,60.34,66.39,58.22,56.39,20,12,32
Lone Oak,1,147,59.87,65.3,55.09,59.21,15,14,28
Raceland,16,208,59.67,62.41,55.83,60.78,19,10,27
Murray,1,176,59.59,64.92,56.39,57.46,19,8,25
Taylor County,5,242,59.5,67.23,54.89,56.4,19,12,31
Beechwood,9,15,59.12,65.74,54.91,56.72,19,9,28
Perry County Central,14,197,58.05,67.32,47.48,59.36,14,19,32
Holy Cross (Louisville),6,119,57.72,65.21,55.76,52.18,19,10,27
Knott County Central,14,132,57.64,65.61,51.7,55.61,16,11,26
South Oldham,8,232,57.31,66.05,52.13,53.74,18,14,31
Simon Kenton,8,228,57.25,71.31,50.53,49.91,14,16,30
West Carter,16,259,56.81,57.77,55.3,57.36,19,9,28
Pikeville,15,201,56.7,62.96,55.77,51.36,16,12,27
Christian Academy-Louisville,7,52,56.62,67.1,51.01,51.76,12,15,24
Woodford County,11,268,56.2,65.62,52.03,50.93,18,11,28
Western Hills,11,262,56.1,65.56,50.11,52.63,15,14,28
Bell County,13,17,55.97,60.12,50.78,57.02,19,12,30
Muhlenberg South,3,175,55.66,62.22,49.74,55.01,14,15,29
Fulton City,1,93,55.43,59.13,51.35,55.8,17,11,24
Green County,5,102,55.28,63.51,48.83,53.48,17,12,28
Allen Central,15,2,55.17,60.25,49.33,55.93,21,9,30
Conner,9,57,55.16,66.7,48.58,50.2,11,18,29
Owen County,8,188,55.07,59.58,49.14,56.5,18,10,28
St. Xavier,7,240,54.86,69.7,47.96,46.92,6,19,23
Ohio County,3,185,54.83,63.44,47.84,53.22,15,12,25
Russellville,4,217,54.59,61.32,48.01,54.43,16,12,26
Hopkins County Central,2,120,54.46,62.13,49.77,51.5,14,16,25
Russell County,4,216,54.25,60.08,47.15,55.52,14,14,27
Allen County-Scottsville,4,3,53.99,66.86,47.76,47.35,13,14,27
Pulaski County,12,207,53.9,61.15,46.77,53.79,15,14,29
Fort Campbell,2,88,53.79,62.56,46.87,51.93,14,8,21
Calloway County,1,41,53.63,59.76,48.58,52.55,17,14,30
Heath,1,110,52.92,55.69,48.01,55.06,14,13,23
Estill County,14,81,52.74,58.03,47.24,52.94,19,13,32
Garrard County,12,96,52.59,59.44,48.05,50.28,16,13,27
Western,6,261,52.49,65.07,44.65,47.73,9,14,23
Mayfield,1,160,52.47,58.71,47.97,50.72,15,16,30
Glasgow,4,98,52.18,62.91,47.52,46.1,16,13,28
Fairview,16,85,51.83,58.36,46.79,50.32,17,11,25
Caldwell County,2,40,51.79,57.99,46.48,50.89,14,12,25
Nelson County,5,177,51.3,64.35,43.67,45.88,14,15,29
Bishop Brossart,10,23,51.2,60.7,42.49,50.42,15,13,28
Edmonson County,3,77,51.17,58.69,47.03,47.8,19,10,27
Atherton,7,7,51.02,62.75,46.63,43.67,11,16,27
Southern,6,233,50.87,63.59,44.88,44.15,12,14,26
Boyd County,16,27,50.82,53.36,46.25,52.86,11,12,22
LaRue County,5,134,50.69,64.39,44.79,42.88,18,11,29
Shawnee,6,223,50.69,65.25,40.77,46.06,11,18,29
Mercer County,12,165,50.63,63.39,43.47,45.03,14,14,27
Doss,6,71,50.6,64.6,40.24,46.97,6,18,24
Lafayette,11,135,50.58,65.12,44.06,42.56,4,21,24
Lynn Camp,13,150,50.36,53.35,48.24,49.5,19,11,26
St. Patrick,10,239,50.02,55.29,47.12,47.64,19,10,29
Ashland Blazer,16,6,49.87,57.42,43.34,48.84,14,17,27
Louisville Collegiate,7,148,49.63,57.18,40.95,50.78,15,10,25
John Hardin,5,127,49.58,63.01,38.76,46.97,10,18,28
Oldham County,8,186,49.51,64.73,42.21,41.59,10,15,24
Scott,10,220,49.42,58.52,38.87,50.86,11,20,31
Breckinridge County,3,31,49.3,59.12,40.75,48.02,12,15,26
Sayre,11,219,48.91,55.82,42.61,48.29,14,11,25
Spencer County,8,235,48.63,62.17,38.81,44.9,13,15,28
Morgan County,16,173,48.06,58.58,42.8,42.8,10,14,24
Breathitt County,14,30,47.72,52.98,41.61,48.58,13,14,26
Webster County,2,258,47.66,56.05,41.42,45.51,16,12,27
Newport,9,178,47.43,60.08,40.27,41.95,12,15,27
Valley,6,250,46.29,56.76,38.87,43.23,10,12,22
East Ridge,15,75,46.22,53.84,40.59,44.24,17,13,23
Rockcastle County,12,212,46.17,57.69,37.86,42.97,11,19,30
Lloyd Memorial,9,145,46.15,57.11,34.61,46.73,11,17,28
Campbellsville,5,44,46.1,56.81,37.44,44.06,10,17,27
Whitley County,13,264,46.1,57.83,41.59,38.88,13,17,28
Moore,7,172,46.07,55.49,37.15,45.58,9,22,28
Buckhorn,14,34,45.92,56.14,35.99,45.65,9,14,21
Johnson Central,15,128,45.51,54.11,36.87,45.56,14,19,33
East Jessamine,12,74,45.17,55.83,35.69,43.99,12,20,31
Middlesboro,13,167,45.02,59.39,34.58,41.09,14,16,24
Walton-Verona,8,253,44.43,55.7,37,40.61,14,16,30
Carlisle County,1,45,44.27,55.88,37.45,39.48,14,13,26
Marion County,5,157,44.13,54.04,34.38,43.97,10,19,29
Bullitt Central,6,35,43.94,56.18,35.02,40.62,8,18,23
Owensboro Catholic,3,190,43.94,51.96,38.71,41.13,12,15,25
Casey County,12,47,43.85,56.63,37.76,37.14,10,19,28
Fern Creek,7,86,43.82,60.94,35.09,35.43,6,19,25
Phelps,15,198,43.74,48.67,36.94,45.6,20,7,18
Lyon County,2,151,43.15,55.41,33.09,40.95,13,14,27
Cawood,13,49,42.92,56.08,33.47,39.22,11,19,28
Rowan County,16,214,42.58,52.48,35.64,39.63,8,19,25
Hickman County,1,115,42.43,49.98,36.65,40.66,13,15,27
Todd County Central,4,243,42.26,55.99,32.61,38.18,7,21,27
Lewis County,16,140,42.07,49.44,32.54,44.22,12,18,29
Clinton County,4,55,42.01,53.44,32.28,40.32,8,20,25
Belfry,15,16,41.73,49.45,32.93,42.8,15,15,24
Harrison County,10,107,41.45,51.64,31.77,40.94,9,15,24
Lee County,14,137,41.11,53.42,31.18,38.73,11,16,27
Powell County,14,205,41.09,48.65,32.17,42.46,15,15,29
Grant County,8,99,40.93,50.69,31.89,40.21,11,17,25
St. Mary,1,238,40.49,51.35,31.58,38.54,8,19,23
Barbourville,13,11,40.26,47.69,32.92,40.17,13,15,25
Bellevue,9,18,39.89,44.58,32.34,42.75,13,12,24
Trigg County,2,244,38.88,50.24,31.26,35.14,10,17,24
Pike County Central,15,200,38.66,48.84,30.12,37.01,13,16,29
Evangel Christian,6,82,38.57,44.08,31.59,40.05,16,9,25
