name,region,id,rating,massey,colley,elo,wins,losses,games_played
Scott County,11,218,105.58,104.59,108.97,103.17,37,2,33
Covington Catholic,9,60,102.5,104.91,100.43,102.17,35,4,29
Trinity (Louisville),7,244,95.7,98.12,97.53,91.45,30,4,30
Lexington Christian,11,141,91.14,93.15,88.73,91.54,27,8,35
Ballard,7,8,90.77,95.07,91.21,86.04,27,7,31
Fern Creek,6,83,89.71,90.72,90.2,88.21,27,7,28
Madison Central,11,150,88.4,96.75,85.86,82.59,25,8,32
Cooper,9,57,88.19,95.37,87.38,81.81,25,6,25
Doss,6,69,87.17,86.74,89.14,85.63,24,7,29
Oldham County,8,183,86.94,86.28,88.13,86.42,31,6,32
Butler,6,37,85.87,87,89.57,81.03,27,4,30
Bryan Station,11,32,84.65,90.24,88.21,75.52,23,8,30
Lafayette,11,134,84.25,88.17,86.23,78.34,21,10,29
Campbell County,10,42,83.99,84.91,83.91,83.14,29,6,33
Warren Central,4,252,83.84,83.93,85.07,82.51,31,6,37
George Rogers Clark,10,96,81.93,83.19,82.79,79.82,29,5,34
Corbin,13,58,81.67,81.85,80.71,82.45,26,8,32
LaRue County,5,133,80.94,81.48,79.73,81.61,29,3,32
Mercer County,12,164,80.89,80.06,82.3,80.32,27,6,33
John Hardin,5,126,80.73,84.79,78.89,78.51,28,8,36
Walton-Verona,8,251,80.13,83.73,78.5,78.17,26,6,29
Christian County,2,51,79.26,80.43,79.69,77.66,22,8,26
Lexington Catholic,11,140,79.22,87.28,77.83,72.56,18,10,26
Knox Central,13,132,77.97,81.47,77.09,75.34,27,6,32
North Laurel,13,180,77.73,79.23,76.35,77.62,29,5,33
University Heights,2,247,77.72,78.69,75.7,78.77,23,8,30
Pulaski County,12,204,76.88,84.26,75.25,71.12,22,10,32
Henry Clay,11,111,76.54,84.03,75.05,70.54,18,12,29
Owensboro,3,186,76.24,86.22,75.53,66.97,19,8,24
Bowling Green,4,25,75.98,79.34,73.18,75.41,23,11,32
St. Xavier,7,237,75.91,81.08,72.44,74.21,20,11,29
McCracken County,1,159,75.85,77.48,72.16,77.91,28,7,33
South Laurel,13,227,75.57,80.65,74.81,71.23,22,9,30
Graves County,1,99,74.64,78.62,71.24,74.05,26,9,26
Scott,10,217,74.56,80.64,72.37,70.66,23,10,29
Mayfield,1,158,74.42,77.45,71.98,73.84,26,7,32
Waggener,7,250,74.05,82.31,74.14,65.71,18,10,27
Boyle County,12,27,73.96,76.99,76.18,68.7,19,8,26
Fairdale,6,81,73.92,80.96,72.34,68.46,21,11,29
Collins,8,54,73.66,81.57,73.29,66.11,22,10,31
Pleasure Ridge Park,6,200,73.51,81.99,68.54,70.02,21,11,28
Boyd County,16,26,73.38,70.69,72.06,77.4,29,7,33
Owensboro Catholic,3,187,72.09,76.73,69,70.56,23,10,31
West Jessamine,12,258,71.87,80.3,70.71,64.59,18,11,29
Simon Kenton,8,225,70.66,78.84,67.6,65.55,19,10,28
Paducah Tilghman,1,189,70.62,79.73,68.79,63.35,19,10,25
Paul Laurence Dunbar,11,192,70.56,79.38,64.43,67.88,12,15,27
Paris,10,191,70.48,72.62,67.63,71.19,23,8,31
Valley,6,248,70.45,80.68,68.35,62.31,18,11,28
Knott County Central,14,131,70.17,73.21,66.37,70.95,27,7,34
Pendleton County,10,193,69.91,78.12,66.09,65.53,24,8,32
Daviess County,3,64,69.86,80.24,67.15,62.2,19,11,29
Newport,9,175,69.72,75.21,67.53,66.41,24,7,29
Somerset,12,226,69.65,73.23,69.81,65.92,25,9,34
Male,7,154,69.19,79.86,65.28,62.43,17,14,31
Perry County Central,14,194,69.12,69.87,66.5,70.99,20,8,27
South Oldham,8,228,69,73.33,66.44,67.23,19,12,31
Adair County,5,1,68.33,72.22,65.14,67.62,20,12,29
Hopkinsville,2,120,68.19,75.55,61.25,67.78,13,14,24
Elizabethtown,5,76,68.07,77.65,64.4,62.16,17,10,27
Ashland Blazer,16,5,67.7,73.65,65.97,63.49,24,6,26
Pikeville,15,198,67.29,68.14,63.26,70.49,25,10,34
Spencer County,8,232,67.23,73.66,62.87,65.15,20,8,24
Iroquois,6,121,66.87,74.85,62,63.77,20,11,30
Estill County,14,79,66.8,67.62,60.24,72.54,26,8,34
Apollo,3,4,66.71,74.51,60.43,65.2,16,16,30
Wayne County,12,255,66.63,70.42,63.79,65.68,19,14,32
Southwestern,12,231,66.19,73.5,60,65.08,18,15,32
Madisonville-North Hopkins,2,152,65.25,71.9,61.91,61.93,21,10,28
Gallatin County,8,94,65.02,70.59,60.89,63.59,26,8,32
Jeffersontown,6,124,65.02,73.38,60.15,61.52,17,14,30
Boone County,9,23,64.62,75.6,60.45,57.83,16,12,27
Harlan County,13,106,64.45,68.78,62.86,61.72,20,9,27
Newport Central Catholic,9,176,64.33,72.15,61.25,59.6,16,13,27
Marshall County,1,156,64.19,71.41,59.06,62.09,19,12,24
Bullitt East,6,35,63.52,73.72,60.1,56.74,15,16,27
Barren County,4,12,63.49,69.06,62.47,58.92,19,11,27
Cordia,14,59,63.16,68.65,56.63,64.18,19,12,30
North Oldham,8,181,63.13,68.43,60.28,60.67,17,12,26
Central Hardin,5,49,62.86,66.32,61.05,61.22,19,11,28
DeSales,6,67,62.84,71.91,59.28,57.32,14,15,27
Woodford County,11,266,62.78,73.27,60.92,54.15,17,14,31
Dixie Heights,9,68,62.71,70.75,55.87,61.5,18,15,32
Monroe County,4,168,62.61,73.49,58.85,55.49,19,11,28
Frederick Douglass,11,91,62.12,71.29,58.67,56.39,14,17,31
Glasgow,4,97,61.88,66.31,61.58,57.76,22,9,31
Beechwood,9,14,61.79,67.62,59.27,58.47,18,13,29
Morgan County,16,171,61.61,64.81,58.23,61.79,25,6,31
Floyd Central,15,85,61.27,67.78,59.04,56.98,19,12,28
Henderson County,2,110,60.34,66.64,56.58,57.8,15,14,25
Shelby Valley,15,222,59.33,63.27,55.41,59.32,22,9,29
DuPont Manual,7,70,58.53,73.24,52.25,50.1,14,17,31
Johnson Central,15,127,58.29,66.51,50.03,58.32,19,15,31
Meade County,3,162,58.21,63.99,52.96,57.68,16,10,25
Holy Cross (Covington),9,117,58.09,66.73,54.24,53.29,14,17,27
Danville,12,63,57.66,68.14,50.36,54.47,15,16,31
Holmes,9,116,57.61,67.02,53.1,52.71,12,15,26
Frankfort,11,88,57.31,65.66,53.28,52.99,16,14,30
Clinton County,4,53,57.01,65.26,52.34,53.44,18,13,30
Jackson County,13,123,56.96,63.87,52.12,54.89,19,12,31
Logan County,4,145,56.5,63.29,52.25,53.97,15,14,25
Paintsville,15,190,56.28,64.41,52.22,52.21,20,10,29
Ohio County,3,182,56.15,64.66,49.1,54.68,16,14,30
Anderson County,8,3,56.01,65.44,48.81,53.77,12,16,27
Lynn Camp,13,148,55.94,62.8,51.98,53.04,23,8,27
Bardstown,5,11,55.92,62.09,51.52,54.15,17,12,29
Lincoln County,12,142,55.56,66.97,49.63,50.06,13,18,31
Central,7,48,55.45,68.04,47.34,50.97,10,16,26
Clay County,13,52,55.39,62.89,50.99,52.29,14,15,28
Todd County Central,4,241,55.29,61.63,48.01,56.24,19,13,29
Mason County,10,157,55.07,64.57,51.34,49.3,17,14,29
Bishop Brossart,10,22,55.01,64.86,47.46,52.72,15,12,27
Seneca,7,219,54.92,66.49,49.24,49.02,11,19,30
North Hardin,5,179,54.78,65.53,47.8,51.01,11,18,29
Marion County,5,155,54.77,65.79,47.75,50.77,18,11,29
Warren East,4,253,54.33,60.53,50.36,52.1,16,13,27
South Warren,4,229,54.3,58.82,51.65,52.43,15,14,28
Greenwood,4,103,54.25,60.97,48.59,53.18,16,15,29
Pike County Central,15,197,54.23,59.36,49.51,53.81,24,9,30
Muhlenberg County,3,172,54.11,65.21,46.72,50.41,12,16,27
Belfry,15,15,53.5,57.03,45.85,57.61,20,13,30
Holy Cross (Louisville),6,118,53.48,63.78,48.48,48.18,16,13,26
Rowan County,16,211,53.15,56.12,47,56.34,17,15,28
Southern,6,230,53.15,62.53,48.93,47.98,11,14,25
Webster County,2,256,53.05,62.09,49.19,47.86,17,11,27
North Bullitt,6,178,52.53,64.76,46.38,46.44,13,16,26
Leslie County,14,137,52.38,59.09,44.64,53.41,15,9,24
