name,region,id,rating,massey,colley,elo,wins,losses,games_played
Lexington Catholic,11,142,98.45,102.83,100.14,92.39,29,4,24
Mason County,10,160,97.32,97.4,96.79,97.76,33,3,33
Covington Catholic,9,60,92.77,91.39,95.65,91.26,29,4,29
Warren Central,4,255,91.92,93.35,86.32,96.1,29,7,32
Scott County,8,222,89.76,92.41,90.83,86.05,28,7,29
Pleasure Ridge Park,6,203,88.64,94.26,87.08,84.6,26,7,27
Wayne County,12,258,86.73,90,85.41,84.77,28,5,31
DeSales,6,68,84.81,87.23,84.79,82.39,28,5,33
Boone County,9,24,83.98,83.58,87.37,80.99,26,4,28
Fern Creek,7,86,83.78,85.2,86.3,79.83,27,5,32
Elizabethtown,5,78,82.83,85.48,81.16,81.85,26,5,29
Perry County Central,14,198,82.59,83.96,80.23,83.59,25,6,28
Seneca,7,223,82.08,85.16,86.58,74.5,26,6,30
Hazard,14,111,80.9,80.02,83.22,79.47,24,5,28
Apollo,3,5,79.48,83.01,78.98,76.46,22,10,30
Henderson County,2,113,79.37,79.23,81.36,77.52,25,5,21
Lafayette,11,136,77.74,83,76.8,73.43,19,13,30
South Laurel,12,232,77.41,78.9,77.65,75.68,22,10,30
Bishop Brossart,10,23,77.32,81.35,78.09,72.53,23,6,28
Hopkinsville,2,122,76.73,80.2,74.1,75.89,23,8,24
Fairdale,6,84,76.16,78.64,74.79,75.05,19,11,26
Male,7,157,76.06,82.56,71.35,74.26,20,10,26
Henry Clay,11,114,75.91,79.39,76.07,72.27,18,9,26
George Rogers Clark,10,98,75.85,82.19,73.19,72.17,21,8,27
Trinity (Louisville),7,247,75.11,79.23,69.85,76.24,19,13,30
Jeffersontown,7,126,75.08,85.03,74.05,66.15,21,9,26
Newport Central Catholic,9,180,74.97,79.98,72.44,72.48,26,6,31
Daviess County,3,65,74.35,76.57,71.53,74.94,23,6,27
Caverna,5,48,74.26,75.38,71.3,76.11,30,4,34
Breathitt County,14,30,74,72.16,74.12,75.72,26,4,30
Ballard,7,9,73.74,80.39,67.49,73.35,20,12,23
Madison Central,11,153,73.36,78.52,72.74,68.83,18,10,26
Dixie Heights,9,70,73.3,75.88,71.88,72.14,20,10,30
North Laurel,12,184,73.09,79.12,73.94,66.21,19,8,22
Owensboro Catholic,3,191,73.06,75.58,70.87,72.72,23,6,28
Muhlenberg North,3,175,72.38,77.11,65.84,74.19,22,9,29
Morgan County,16,174,71.54,70.98,68.89,74.75,28,5,32
Holmes,9,118,71.53,77.37,72.82,64.4,17,8,23
Tates Creek,11,242,71,78.29,67.71,67,19,12,31
Bullitt East,8,36,70.8,76.53,67.4,68.47,22,10,31
Clay County,13,55,70.64,71.61,70.8,69.52,24,6,30
Ashland Blazer,16,6,70.56,71.9,67.89,71.9,22,8,26
Graves County,1,101,69.57,69.65,70.51,68.55,23,6,28
Holy Cross (Covington),9,119,69.54,72.54,68.9,67.19,18,10,26
Montgomery County,10,171,69.03,73.97,67.6,65.54,23,6,29
Barren County,4,13,68.48,66.91,66.88,71.64,25,6,31
Oldham County,8,187,68.44,72.86,63.67,68.78,24,6,27
Corbin,13,58,68.14,69.6,68.56,66.26,18,9,26
Pendleton County,10,197,68.01,73.47,65.97,64.57,20,11,30
Taylor County,5,243,67.8,66.25,65.45,71.69,23,8,31
Anderson County,8,4,67.45,71.48,65.84,65.04,19,8,27
University Heights,2,250,67.29,74.19,60.57,67.1,17,14,29
Rockcastle County,13,213,67.16,68.32,62.22,70.94,19,12,31
North Hardin,5,183,67.07,74.13,63.18,63.89,17,11,28
Hopkins County Central,2,121,66.99,76.85,65.29,58.82,20,9,27
Madisonville-North Hopkins,2,155,66.88,73.24,61.59,65.81,18,12,24
Calloway County,1,41,66.59,67.56,64.71,67.51,23,8,27
Eastern,7,76,66.06,75.81,64.04,58.32,15,16,30
Butler,6,38,66,76.17,64.87,56.95,15,11,26
Walton-Verona,8,254,65.77,70.06,62.52,64.74,22,6,26
Iroquois,6,123,65.04,72.33,62.26,60.53,13,13,26
Ludlow,9,150,64.94,69.3,62.49,63.03,25,5,28
Lincoln County,12,144,64.45,70.94,60.22,62.18,18,12,30
Nelson County,5,178,64.44,68.76,61.94,62.62,21,8,29
Cawood,13,49,64.28,65.75,61.44,65.64,20,8,27
Knox Central,13,134,64.25,64.9,60.91,66.96,20,11,31
Pulaski County,12,208,64.1,70.51,62.57,59.22,17,13,28
Bell County,13,17,64.01,68.69,61.43,61.92,21,9,24
Marshall County,1,159,63.93,68.06,62.83,60.9,20,8,20
Bryan Station,11,33,63.55,74.9,58.95,56.8,14,15,28
St. Henry,9,238,63.46,67.95,59.36,63.09,15,13,27
Shelby County,8,225,63.3,71.75,60.49,57.66,16,13,29
Paducah Tilghman,1,193,63.26,65.02,62.79,61.98,20,9,23
Frankfort,11,91,63.04,73.48,56.96,58.68,16,12,28
Doss,6,71,62.63,72.45,61,54.43,13,14,25
Boyd County,16,27,62.62,67.46,61.99,58.42,19,8,24
Carlisle County,1,45,62.08,63.75,59.74,62.74,22,11,29
Shelby Valley,15,226,62.08,67.82,58.88,59.53,20,8,27
Barbourville,13,11,62.07,67.65,59.29,59.27,25,6,28
Campbell County,10,43,61.83,68.89,60.32,56.29,14,13,26
South Oldham,8,233,61.7,69.74,58.88,56.49,19,11,29
Russellville,4,218,61.54,70.56,53.74,60.33,17,12,28
Western Hills,11,263,61.39,67.14,58.54,58.5,19,9,28
DuPont Manual,7,72,61.19,74.36,57.06,52.15,12,18,29
Russell,16,216,61.16,63.51,58.95,61.03,17,11,27
Marion County,5,158,60.85,64.13,57.69,60.73,20,11,31
Conner,9,57,60.78,72.07,55.09,55.19,13,15,26
John Hardin,5,128,60.76,68.64,54.4,59.24,19,9,28
Trinity (Whitesville),3,248,60.23,67.31,59.01,54.35,19,11,25
Bowling Green,4,26,60.11,67.32,55.61,57.4,17,11,28
Lewis County,16,141,59.97,63.56,57.12,59.23,20,11,30
Highlands,9,117,59.91,71.74,52.11,55.89,8,16,23
Lone Oak,1,148,59.7,64.15,58.01,56.94,19,9,28
East Ridge,15,75,59.24,62.54,52.89,62.28,24,8,27
Christian County,2,53,58.95,67.36,53.68,55.81,13,14,27
Paul Laurence Dunbar,11,196,58.87,69.44,51.63,55.53,12,17,27
Central,6,50,58.58,67.76,51.87,56.11,11,16,25
Allen County-Scottsville,4,3,58.23,64.5,53.08,57.1,20,9,28
West Jessamine,11,261,57.98,65.81,51.4,56.72,12,19,31
Fleming County,10,87,57.94,69.01,54.75,50.08,14,13,26
Boyle County,12,28,57.9,66.08,50.45,57.19,13,14,27
Lexington Christian,11,143,57.85,63.78,53.99,55.79,19,10,29
Bourbon County,10,25,57.36,61.74,50.19,60.15,15,15,25
Grayson County,3,102,57.26,68.33,50.46,52.98,17,11,28
Campbellsville,5,44,57.25,64.08,55.1,52.57,15,11,26
Trigg County,2,245,56.66,61.66,55.34,52.97,20,11,26
Wolfe County,14,269,56.25,60.21,50.86,57.68,18,9,27
Somerset,12,230,55.93,62.42,50.29,55.08,14,13,24
East Jessamine,11,74,55.72,61.51,50.21,55.44,14,15,29
Monroe County,4,170,55.63,59.97,50.62,56.29,20,9,27
East Carter,16,73,55.61,62.66,51.58,52.6,16,12,27
South Floyd,15,231,55.19,63.5,49.17,52.91,18,11,29
Madison Southern,11,154,54.73,65.01,48.65,50.53,15,13,28
Grant County,8,100,54.71,59.46,47.19,57.49,14,16,27
Jackson County,13,125,54.67,62.24,49.26,52.52,12,16,22
Scott,9,221,54.41,60.86,48.54,53.83,15,16,29
Greenup County,16,104,54.29,61.38,49.19,52.3,15,12,27
Fulton County,1,95,54.2,60.91,49.05,52.66,20,11,28
Breckinridge County,3,31,53.83,63.88,45.64,51.97,17,13,27
Holy Cross (Louisville),6,120,53.73,65.4,47.92,47.87,14,15,28
Heath,1,112,53.56,60.02,46.82,53.83,16,14,30
Augusta,10,8,53.44,60.27,51.45,48.6,18,10,25
Sheldon Clark,15,227,53.43,61.24,46.38,52.65,19,10,27
Valley,6,251,53.22,69.13,46.53,43.99,11,16,27
Bullitt Central,8,35,52.1,59.47,46.18,50.66,16,13,28
St. Xavier,7,241,52.02,65.38,44.62,46.05,7,18,23
Ryle,9,219,51.79,63.28,42.91,49.2,10,17,26
Middlesboro,13,168,51.73,59.97,44.81,50.39,16,13,28
Whitesburg,14,265,51.64,57.27,44.23,53.41,19,11,30
Hickman County,1,116,51.61,60.16,45.91,48.77,13,14,25
Ohio County,3,186,51.49,62.3,44.37,47.79,13,16,27
Shawnee,6,224,51.49,64.52,43.65,46.31,12,17,28
Harrison County,10,108,51.42,63.25,45.02,46,13,15,28
Washington County,5,257,51.26,59.34,45.16,49.29,13,14,27
Johnson Central,15,129,51.18,59.85,44.36,49.34,14,13,24
Western,6,262,51.13,66.1,39.77,47.51,7,19,25
Leslie County,14,139,51.04,53.96,45.97,53.19,16,10,26
Powell County,14,205,50.96,59.97,45.21,47.7,15,14,28
Franklin-Simpson,4,93,50.85,60,44.79,47.76,13,16,24
Moore,7,173,50.85,66.41,44.6,41.55,7,18,22
North Oldham,8,185,50.76,57.66,46.42,48.21,16,11,24
Todd County Central,4,244,50.53,56.25,45.59,49.76,17,8,23
Pike County Central,15,200,50.34,59.55,40.24,51.24,18,14,31
Russell County,12,217,50.17,57.83,45.36,47.32,14,12,23
Providence,2,207,50.15,55.88,47.43,47.14,18,7,23
Owsley County,14,192,50.14,56.34,43.21,50.86,16,10,26
Whitley County,13,266,50.01,59.54,44.29,46.2,13,13,23
Butler County,3,39,49.94,57.86,44.4,47.56,19,12,31
North Bullitt,8,182,49.86,58.88,42.84,47.85,14,13,26
Webster County,2,259,49.76,57.81,44.54,46.92,14,14,27
Hart County,5,110,49.22,58.3,40.08,49.28,14,15,28
Williamstown,8,268,49.19,55.7,43.36,48.52,18,11,28
Rowan County,16,215,48.89,60.62,41.34,44.71,12,17,28
Southern,6,234,48.79,59.35,42.76,44.27,12,15,27
McCreary Central,12,162,48.51,53.61,43.99,47.94,12,15,27
Owensboro,3,190,48.42,60.64,37.89,46.73,8,19,19
Paris,10,195,47.99,55.38,43.9,44.67,16,11,26
Lawrence County,16,137,47.9,56.82,38.75,48.14,10,18,26
Meade County,5,164,47.78,61.48,39.5,42.36,9,18,26
Crittenden County,2,61,47.63,55.14,43.74,44.02,16,9,23
Raceland,16,209,47.62,55.36,41.33,46.17,14,14,25
Bellevue,9,18,47.45,51.2,43.81,47.34,16,9,21
Greenwood,4,105,46.97,59.82,40.25,40.83,11,16,26
Garrard County,12,97,46.73,55.11,40.09,44.98,12,15,27
Southwestern,12,235,46.32,55.94,39.6,43.43,10,16,26
Mercer County,12,166,46.28,52.94,40.71,45.19,11,16,26
Danville,12,64,46.27,58.61,36.85,43.35,11,15,26
Allen Central,15,2,46.01,58.99,36.44,42.59,13,14,26
Mayfield,1,161,45.19,51.03,36.16,48.39,10,17,27
Christian Academy-Louisville,7,52,45.08,53.32,37.67,44.26,15,14,28
Bethlehem,5,21,44.88,54.98,39.27,40.41,12,14,25
LaRue County,5,135,44.76,58.13,32.1,44.04,8,18,26
Silver Grove,10,228,44.14,53.91,36.46,42.05,12,13,25
Lyon County,2,152,44.1,49.14,38.02,45.14,15,14,26
Simon Kenton,9,229,43.85,54.24,37.38,39.91,5,21,26
Prestonsburg,15,206,43.4,50.32,34.28,45.6,13,17,29
Woodford County,11,270,43.39,57.24,35.51,37.41,7,19,26
Murray,1,177,43,51.43,34.69,42.87,12,15,27
Atherton,7,7,42.75,58.27,36.65,33.33,6,20,26
Newport,9,179,42.73,58.06,32.37,37.76,10,18,23
Bracken County,10,29,42.71,52.25,36.26,39.63,11,17,27
Betsy Layne,15,22,42.53,57.78,32.39,37.43,11,15,26
Owen County,8,189,42.45,51.39,35.59,40.37,13,14,27
Knott County Central,14,133,42.38,49.15,34.21,43.77,9,19,27
Carroll County,8,46,42.34,53.62,36.13,37.26,15,12,27
Model,11,169,41.79,49.47,36.83,39.07,17,13,29
Adair County,5,1,40.91,53.4,33.39,35.95,9,17,26
Oneida Baptist Institute,13,188,40.79,49.48,30.72,42.17,12,16,28
St. Mary,1,239,40.44,51.23,30.87,39.23,10,16,25
Elliott County,16,79,40.39,52.82,33.29,35.07,11,15,26
Evarts,13,83,40.37,50.91,30.81,39.39,10,16,26
West Carter,16,260,40.05,53.59,29.7,36.86,9,20,28
Harrodsburg,12,109,39.99,52.52,30.68,36.79,10,16,26
Williamsburg,13,267,39.53,49.83,32.42,36.33,12,13,22
Portland Christian,6,204,39.42,50.86,31.35,36.05,16,13,25
Fairview,16,85,39.41,52.14,32.08,34,12,14,21
Union County,2,249,39.39,56.66,28.48,33.04,7,19,21
Fulton City,1,94,39.24,48.65,30.89,38.17,10,17,25
Sayre,11,220,39.24,53.67,26.3,37.75,10,14,24
Gallatin County,8,96,38.91,51.4,30.37,34.97,13,15,28
Glasgow,4,99,38.75,50.65,27.62,37.98,8,18,26
Paintsville,15,194,38.73,49.58,25.93,40.66,6,16,22
Lee County,14,138,38.71,47.71,29.06,39.36,12,15,27
Cumberland,13,62,38.55,46.87,29.1,39.67,9,17,26
Bardstown,5,12,38.21,49.04,28.54,37.05,10,18,28
Beechwood,9,15,37.36,46.93,31.26,33.88,10,15,25
Cordia,14,59,36.76,41.82,28.39,40.07,15,13,28
Bath County,16,14,36.04,46.51,27.09,34.51,10,18,28
Belfry,15,16,35.92,49.24,24.22,34.31,11,17,19
Pikeville,15,201,35.06,48.07,24.91,32.2,8,20,28
Waggener,7,253,35,53.28,24.96,26.75,4,24,28
Livingston Central,2,145,34.9,47.22,26.32,31.17,9,18,27
Franklin County,11,92,34.89,50.63,22.64,31.39,2,24,26
Clinton County,4,56,34.43,45.55,26.57,31.17,9,22,28
Lloyd Memorial,9,146,34.38,44.72,28.1,30.3,5,19,23
Harlan,13,107,33.89,44.9,25.2,31.58,8,19,27
Hancock County,3,106,33.66,48.59,23.63,28.75,7,18,21
Nicholas County,10,181,33.3,46.27,24.06,29.58,8,18,26
Letcher,14,140,33.19,43.54,24.48,31.56,9,19,28
Warren East,4,256,32.61,45.13,23.1,29.6,6,18,23
Brown,6,32,31.97,42.26,24.19,29.45,10,14,24
Villa Madonna,9,252,31.65,43.28,24.25,27.42,11,12,21
Burgin,12,37,31.48,46.27,20.52,27.65,11,15,26
Kentucky Country Day,7,131,31.48,42.6,19.25,32.57,11,17,27
Edmonson County,4,77,31.46,47.83,21.94,24.62,6,21,26
Spencer County,8,236,31.4,47.89,20.22,26.1,5,21,25
Central Hardin,5,51,30.8,49.85,17.1,25.46,3,23,24
Beth Haven,6,20,30.75,41.71,22.32,28.22,8,17,23
Reidland,1,211,30.73,44.54,21.56,26.09,8,18,23
Caldwell County,2,40,30.6,46.35,21.31,24.13,7,19,26
Red Bird,13,210,30.51,36.6,19.42,35.51,11,12,23
Casey County,12,47,29.42,44.24,19.55,24.46,8,20,23
Eminence,8,80,29.01,37.69,18.72,30.64,12,15,26
Jackson City,14,124,28.86,38.56,16.81,31.21,10,14,24
Cumberland County,4,63,28.51,42.56,18.29,24.69,8,17,23
Metcalfe County,4,167,28.48,46.06,15.81,23.57,5,24,28
Calvary Christian,9,42,28.44,35.97,17.85,31.51,9,16,20
St. Patrick,10,240,28.3,42.14,20.9,21.86,4,21,24
McLean County,3,163,28.26,45.12,15.86,23.78,5,22,25
Logan County,4,147,28.04,41.2,17.59,25.34,5,21,26
Menifee County,16,165,27.13,44.25,15.27,21.88,6,22,28
Monticello,12,172,26.97,39.77,15.99,25.14,5,20,25
Dawson Springs,2,66,26.77,39.14,17.83,23.36,5,19,24
Deming,10,69,26.56,42.51,14.38,22.79,6,20,26
Lynn Camp,13,151,25.63,38.8,14.58,23.51,9,18,24
Fort Knox,5,90,25.59,40.9,14.13,21.73,2,23,25
Henry County,8,115,25.09,40.2,11.81,23.27,4,22,26
Estill County,10,81,24.92,41.39,12.46,20.92,2,25,27
Fort Campbell,2,89,24.01,39.7,15.61,16.72,3,23,25
Magoffin County,15,156,24.01,37.39,10.19,24.45,3,23,26
Cloverport,NaN,272,23.06,35.54,12.58,21.06,2,14,16
Heritage Academy,NaN,273,21.91,36.24,9.55,19.93,6,22,26
June Buchanan,14,130,21.74,32.12,8.44,24.64,9,15,24
Phelps,15,199,21.29,38.21,5.52,20.15,5,21,23
Rose Hill Christian,16,214,20.84,20.82,12.01,29.67,3,20,21
Muhlenberg South,3,176,20.73,36.2,10.03,15.97,1,26,27
Evangel Christian,6,82,20.08,37,7.12,16.12,8,18,24
Whitefield Academy,7,264,19.53,33.11,7.24,18.24,4,21,24
Ballard Memorial,1,10,18.34,24.92,10.1,20.01,1,25,25
Buckhorn,14,34,17.71,24.74,7.67,20.73,7,17,23
Trimble County,8,246,17.62,37.17,2.54,13.14,1,25,26
Green County,5,103,16.96,25.45,9.56,15.86,1,25,26
Jenkins,14,127,15.59,26.12,0.28,20.36,5,20,20
Berea,11,19,15.5,34.82,2.8,8.87,3,24,27
Dayton,9,67,14.19,23.93,3.66,14.98,2,19,20
Louisville Collegiate,7,149,13.28,27.91,-1.83,13.76,7,19,24
Pineville,13,202,13.05,26.81,0.71,11.64,7,18,17
Christian Fellowship,1,54,8.32,19.79,-2.27,7.44,0,25,24
Fleming-Neon,14,88,7.38,19.25,-4.09,6.99,1,25,25
St. Francis,7,237,4.83,13.51,-8.77,9.73,6,17,22
Piarist School,NaN,271,-3.85,-10.5,-18.08,17.02,1,14,15
Riverside Christian,14,212,-4.7,-2.91,-15.79,4.62,2,21,23
Kentucky School f/t Deaf,12,132,-5.18,-0.78,-18.4,3.63,8,17,11
