name,region,id,rating,massey,colley,elo,wins,losses,games_played
Ballard,7,9,93.6,94.17,94.95,91.66,29,3,28
South Laurel,12,234,93.22,92.83,90.66,96.19,32,4,36
Trinity (Louisville),7,249,92.2,95.8,94.68,86.11,29,4,31
Henry Clay,11,115,90.41,89.23,92.73,89.29,31,4,35
Pleasure Ridge Park,6,205,89.68,91.76,86.88,90.4,31,6,31
Scott County,8,224,89.3,91.97,90.06,85.87,27,4,29
Pendleton County,10,199,88.57,89.04,89.26,87.4,29,5,32
Warren Central,4,257,87.87,85.05,86.59,91.96,30,5,33
Jeffersontown,7,128,86.67,88.11,88.8,83.1,29,5,33
Bryan Station,11,33,85.35,89.8,84.35,81.9,24,8,29
DeSales,6,69,84.55,87.08,83.55,83.03,25,6,29
Elizabethtown,5,79,84.15,86.13,83.46,82.87,27,5,32
Bullitt East,8,36,83.98,85.82,84.27,81.85,25,8,32
Lexington Catholic,11,144,83.53,84.61,83.17,82.8,23,8,25
University Heights,2,252,83,78.53,85.5,84.95,32,5,35
DuPont Manual,7,73,82.44,85.31,85.01,76.99,24,7,26
Holmes,9,120,79.14,80.19,79.84,77.39,24,7,30
Henderson County,2,114,78.85,83.7,77.56,75.3,22,8,23
Bishop Brossart,10,23,78.29,83.56,75.2,76.11,18,6,23
West Jessamine,11,263,78.06,77.69,79.12,77.37,22,7,29
Covington Catholic,9,61,77.47,78.07,76.73,77.61,23,7,28
Muhlenberg North,3,177,77.41,79.34,77.61,75.28,23,7,30
Dixie Heights,9,71,77.16,77.71,77.14,76.62,25,5,30
Hazard,14,112,76.75,77.16,75.79,77.31,24,6,30
Montgomery County,10,173,76.29,78.64,77.61,72.63,25,8,33
Rowan County,16,217,76.12,74.96,76.3,77.11,27,6,33
Shelby County,8,227,75.85,80.48,74.8,72.27,22,7,29
Paul Laurence Dunbar,11,198,75.77,81.22,75.76,70.33,18,9,24
John Hardin,5,130,75.34,78.42,74.05,73.56,27,5,31
Male,7,159,75.26,88.31,71.34,66.14,16,15,22
Mason County,10,162,74.35,76.04,74.55,72.46,22,9,29
Ohio County,3,188,73.97,77.39,72.01,72.5,26,8,30
Owensboro Catholic,3,193,73.77,76.54,71.11,73.66,24,8,31
Perry County Central,14,200,72.9,73.52,69.12,76.04,23,8,29
Breckinridge County,3,31,71.61,75.28,69.84,69.71,22,6,25
Cawood,13,49,71.22,71.04,68.56,74.04,26,4,28
Franklin-Simpson,4,94,71.08,76.81,70.04,66.41,23,6,28
North Laurel,12,186,70.89,76.01,66.79,69.88,20,12,31
Shelby Valley,15,228,70.27,67.32,70.17,73.31,26,6,27
Conner,9,58,70.01,73.29,66.14,70.6,19,10,25
Calloway County,1,41,69.45,70.05,65.66,72.63,27,3,24
Breathitt County,14,30,69.28,71.24,69.38,67.23,24,6,30
Morgan County,16,176,69.22,72.4,71.26,64,22,9,29
Union County,2,251,68.47,77.67,67.22,60.51,19,7,21
North Hardin,5,185,68.4,76.37,66.31,62.54,18,11,29
South Oldham,8,235,68.05,72.31,67.04,64.8,23,8,31
Lawrence County,16,139,67.99,69.66,68.23,66.09,22,6,23
Fairdale,6,85,67.72,73.43,66.35,63.37,17,12,23
Corbin,13,59,67.51,68.21,61.24,73.08,21,11,29
Oldham County,8,189,67.43,72.31,65.86,64.13,20,7,27
Somerset,12,232,66.97,68.39,67.57,64.96,22,7,27
Rockcastle County,13,215,66.94,73.62,61.06,66.13,19,12,25
East Carter,16,74,66.82,67.33,67.47,65.65,21,9,30
North Oldham,8,187,66.82,71.06,66.09,63.3,19,8,27
Newport Central Catholic,9,182,66.55,75.36,63.1,61.2,20,11,30
Clay County,13,55,66.4,66.69,63.99,68.51,21,8,29
Bourbon County,10,25,66.06,70.72,61.48,65.98,18,12,25
Frankfort,11,92,65.97,68.62,66.85,62.43,19,10,28
Russell,16,218,65.91,66.99,62.99,67.76,18,13,29
Bowling Green,4,26,65.63,72.31,63.01,61.55,19,11,30
Doss,6,72,65.35,71.2,63.7,61.17,19,10,28
Boone County,9,24,65.31,72.18,61.34,62.39,16,14,30
Barren County,4,13,65.3,70.06,63.25,62.57,21,7,28
Lone Oak,1,150,65.23,69.08,59.15,67.46,23,10,32
Allen County-Scottsville,4,3,65.16,70.68,60.9,63.89,20,11,30
Russellville,4,220,64.25,74.19,59.38,59.16,17,12,26
Central,6,50,63.62,73.41,57.3,60.14,16,13,29
Holy Cross (Covington),9,121,63.61,70.11,59.42,61.29,17,12,24
Eastern,7,77,63.58,75.77,57.91,57.07,14,15,23
Barbourville,13,11,63.15,71.02,56.52,61.9,22,8,24
Lexington Christian,11,145,63.03,70.17,59.05,59.88,18,13,30
George Rogers Clark,10,99,63.02,72.23,60.98,55.84,14,14,27
Apollo,3,5,62.5,70.71,58.19,58.62,12,13,24
Southwestern,12,237,62.08,68.17,56.81,61.26,16,10,24
Ashland Blazer,16,6,61.85,69.96,56.43,59.16,17,14,28
Boyle County,12,28,61.56,65.88,56.41,62.37,20,11,29
Daviess County,3,66,61.36,70.23,56.49,57.35,17,13,30
Silver Grove,10,230,61.23,60.31,59.89,63.48,23,5,28
Graves County,1,102,61.15,70.67,53.3,59.48,18,10,27
Harrison County,10,109,60.97,67.74,56.91,58.25,15,14,28
Pulaski County,12,210,60.95,68.73,56.06,58.07,15,12,25
Leslie County,14,141,60.71,62.16,57.78,62.19,20,10,29
Tates Creek,11,244,60.63,73.26,56.74,51.9,11,16,26
Madison Central,11,155,60.55,72.72,53.2,55.74,11,16,26
Bardstown,5,12,60.32,69.52,56.41,55.03,21,6,26
Lafayette,11,138,60.26,69.82,54.47,56.49,10,18,25
Campbellsville,5,44,60.17,63.67,57.18,59.67,20,10,30
Trigg County,2,247,60.03,68.87,55.14,56.06,20,10,25
Marshall County,1,161,59.87,65.07,50.67,63.87,19,10,24
Iroquois,6,125,59.51,74.26,54.57,49.69,12,17,29
Fern Creek,7,87,58.96,68.39,51.75,56.73,14,15,29
Ryle,9,221,58.93,72.37,53.78,50.65,15,13,26
Butler,6,38,58.8,67.79,54.1,54.51,12,15,24
Madison Southern,11,156,58.7,69.77,55.62,50.7,19,10,29
Franklin County,11,93,58.2,64.88,53.07,56.66,17,14,27
Hart County,5,111,58.08,59.84,55.84,58.57,20,8,25
Hopkinsville,2,124,57.99,64.79,52.13,57.05,11,16,18
Greenup County,16,105,57.97,66.07,56.09,51.75,14,12,24
Meade County,5,166,57.86,67.95,52.4,53.24,13,14,26
Prestonsburg,15,208,57.74,62.11,52.15,58.97,18,11,29
St. Xavier,7,243,57.54,73.54,53.59,45.49,9,15,22
West Carter,16,262,57.37,62.93,55.48,53.72,15,11,25
Caverna,5,48,57.22,62.89,53.07,55.71,18,9,27
Belfry,15,16,57.09,63.73,53.7,53.83,18,10,22
East Jessamine,11,75,57.09,64.61,52.46,54.2,14,14,28
Christian County,2,53,56.55,67.3,49.53,52.83,9,15,22
Johnson Central,15,131,56.41,60.35,53.88,55.01,19,10,28
Woodford County,11,272,56.14,69.02,48.43,50.96,12,16,28
Webster County,2,261,56.02,66.8,52.01,49.24,17,10,26
Fort Campbell,2,90,56,64.04,54.63,49.34,18,9,23
Bell County,13,17,55.56,60.89,48.49,57.3,17,10,23
Sayre,11,222,55.56,63.75,50.25,52.67,18,8,23
Madisonville-North Hopkins,2,157,55.37,69.4,47.02,49.68,13,14,22
East Ridge,15,76,55.23,60.76,51.14,53.8,18,11,23
Williamstown,8,270,55.09,61.41,51.22,52.63,17,11,28
Greenwood,4,106,55.04,66.28,50.06,48.79,14,15,28
Elliott County,16,80,55.02,65.33,54.82,44.93,18,11,28
Danville,12,65,54.76,61.53,48.1,54.66,22,7,28
Walton-Verona,8,256,54.72,58.04,50.89,55.22,17,11,28
Christian Academy-Louisville,7,52,54.57,59.03,53.85,50.82,18,8,25
Carroll County,8,46,54.4,61.36,51.15,50.68,18,8,26
Southern,6,236,54.39,64.98,49.29,48.91,15,13,27
Central Hardin,5,51,54.03,63.55,49.34,49.2,13,12,25
St. Mary,1,241,53.81,61.26,42.38,57.79,19,10,25
Highlands,9,119,53.53,67.5,43.5,49.6,9,20,28
Knott County Central,14,135,53.38,62.26,48.21,49.67,14,12,26
Owensboro,3,192,53.09,66.53,43.72,49.03,10,16,24
Pike County Central,15,202,53.01,60.9,48.31,49.82,16,11,26
Hopkins County Central,2,123,52.75,63.94,46.07,48.24,13,18,27
South Floyd,15,233,52.62,56.41,47.36,54.08,16,15,30
Paducah Tilghman,1,195,52.35,60.12,43.05,53.9,12,19,26
Fleming County,10,88,52.22,61.44,48.59,46.64,15,14,28
Bullitt Central,8,35,52.17,58.16,46.83,51.51,13,18,29
Grayson County,3,103,52.04,61.47,46.62,48.03,14,16,28
Owsley County,14,194,51.98,59.11,46.8,50.05,16,14,29
Betsy Layne,15,22,51.86,57.8,46.71,51.07,16,10,25
St. Henry,9,240,51.58,62.51,44.92,47.3,11,15,24
Moore,7,175,51.12,66.17,45.52,41.67,8,18,24
Valley,6,253,51.09,57.89,45.96,49.42,14,14,27
Garrard County,12,98,50.96,57.4,44.49,50.98,15,14,29
Seneca,7,225,50.62,61.69,47.56,42.6,10,20,28
Heath,1,113,50.17,65.3,39.73,45.49,15,13,27
Clinton County,4,56,50.06,60.84,44.12,45.22,18,13,31
Hancock County,3,107,49.93,59.9,44.49,45.39,13,11,22
Wolfe County,14,271,49.79,59.36,43.65,46.38,16,14,30
Simon Kenton,9,231,49.63,60.21,42.02,46.67,9,20,29
Campbell County,10,43,48.89,61.28,41.38,44.02,8,20,28
Caldwell County,2,40,48.75,60.58,41.8,43.86,16,15,30
Letcher,14,142,48.55,55.33,44.28,46.05,15,10,25
Adair County,5,1,48.5,54.82,41.44,49.22,15,12,27
Ludlow,9,152,48.48,56.08,40.9,48.47,14,12,26
Beechwood,9,15,48.3,53.92,41.78,49.2,14,14,27
Paintsville,15,196,48.15,57.38,41.82,45.25,14,15,24
Newport,9,181,47.82,60.25,38.32,44.88,12,14,23
Fulton County,1,96,47.76,53.61,37.62,52.05,19,10,26
Waggener,7,255,47.75,58.42,41.31,43.53,10,16,26
Scott,9,223,47.65,61.11,37.9,43.94,9,18,26
Harlan,13,108,47.63,52.87,43.84,46.18,19,13,28
Anderson County,8,4,47.58,56.03,42.59,44.12,12,15,27
Lewis County,16,143,47.56,53.4,41.8,47.5,12,17,28
Crittenden County,2,62,47.25,56.95,40.14,44.65,14,11,23
Lloyd Memorial,9,148,47.23,61.37,40.36,39.95,12,13,25
Muhlenberg South,3,178,47.11,59.84,41.97,39.53,15,14,28
Fairview,16,86,46.97,60.44,39.64,40.82,12,16,24
Glasgow,4,100,46.92,54.29,41.85,44.61,11,14,25
Nelson County,5,180,46.78,57.09,38.98,44.28,10,15,24
Raceland,16,211,46.18,57.07,40.81,40.67,12,15,25
Hickman County,1,118,45.79,54.37,35.62,47.39,13,12,24
Providence,2,209,45.77,54.69,36.51,46.1,11,15,22
Estill County,10,82,45.54,57.14,38.23,41.23,12,18,30
Shawnee,6,226,45.53,60.87,34.68,41.05,9,21,30
Paris,10,197,45.4,53.07,40.14,43.01,12,16,27
Mercer County,12,168,45.37,55.98,35.42,44.7,11,17,28
Deming,10,70,45.29,51.05,41.54,43.28,17,8,25
Powell County,14,207,45,53.73,37.73,43.56,10,16,25
Russell County,12,219,44.29,54.03,37.33,41.52,14,12,25
Washington County,5,259,44.27,50.33,36.01,46.46,13,15,28
Monroe County,4,172,43.87,58.25,34.23,39.14,9,17,25
Lee County,14,140,43.84,55.46,38.33,37.72,11,16,27
Wayne County,12,260,43.34,50.59,32.39,47.04,8,21,24
Cordia,14,60,43.1,51.14,36.6,41.55,13,13,26
Mayfield,1,163,43.05,57.3,29.89,41.96,14,15,28
Menifee County,16,167,42.7,55.45,36.98,35.68,11,17,27
Logan County,4,149,42.28,56.44,35.84,34.56,9,18,27
North Bullitt,8,184,41.85,48.74,33.77,43.05,11,16,26
Western Hills,11,265,41.5,56.95,30.16,37.39,6,21,27
Marion County,5,160,41.47,53.01,33.26,38.12,10,20,30
Fulton City,1,95,41.4,52.85,28.97,42.37,11,13,22
Holy Cross (Louisville),6,122,41.16,52.98,33.9,36.6,9,17,24
Western,6,264,41.01,57.06,31.35,34.63,5,18,23
Knox Central,13,136,40.61,48.25,30.67,42.91,7,18,25
Boyd County,16,27,39.48,56.96,29.08,32.39,5,22,23
Grant County,8,101,39.2,54.21,29.67,33.72,7,20,27
Metcalfe County,4,169,39.09,51.32,30.08,35.86,11,18,29
Bracken County,10,29,39.03,46.45,31.71,38.95,10,15,25
Lynn Camp,13,153,38.92,47.97,32.37,36.43,17,9,24
Taylor County,5,245,38.61,48.1,27.21,40.52,8,19,26
Lincoln County,12,146,38.53,52.54,29.97,33.08,6,21,27
Livingston Central,2,147,38.24,51.93,26.53,36.26,10,15,25
June Buchanan,14,132,38.08,44.51,31.7,38.02,18,8,26
Middlesboro,13,170,38.04,46.02,28.8,39.31,12,15,24
Todd County Central,4,246,38.04,52.3,30.08,31.74,8,17,25
Phelps,15,201,37.98,46.78,31.54,35.62,15,10,17
Kentucky Country Day,7,133,37.43,46.68,30.56,35.05,12,14,25
Oneida Baptist Institute,13,190,37.1,47.74,26.88,36.68,10,16,26
LaRue County,5,137,36.94,46.32,26.23,38.26,7,19,26
Gallatin County,8,97,36.73,44.89,29.82,35.47,11,15,26
Berea,11,19,36.52,44.39,28.9,36.27,12,16,27
Bath County,16,14,36.39,52.79,27.9,28.47,6,21,27
Atherton,7,7,36.31,52.58,27.63,28.73,3,25,28
Jackson County,13,127,36,52.74,25.06,30.19,4,22,25
Sheldon Clark,15,229,35.97,49.61,27.41,30.89,6,19,22
Spencer County,8,238,35.94,44.03,29.8,33.98,7,17,24
Bellevue,9,18,35.63,43.19,28.09,35.62,10,14,19
Buckhorn,14,34,35.32,45.72,25.99,34.25,11,17,28
Whitley County,13,268,35,46.83,25.55,32.62,9,17,23
Pikeville,15,203,34.77,48.96,25.94,29.41,9,20,28
Edmonson County,4,78,34.15,45.83,25.03,31.6,9,18,27
Beth Haven,6,20,34.11,46.22,26.04,30.06,11,16,26
Brown,6,32,33.74,46.21,26.31,28.69,10,16,26
Fort Knox,5,91,33.74,52.99,24.08,24.17,3,21,23
Jackson City,14,126,33.31,46.53,22.55,30.84,9,19,28
Whitefield Academy,7,266,33.29,46.43,25.66,27.78,11,15,21
Eminence,8,81,32.93,36.26,25.38,37.14,14,12,26
Butler County,3,39,32.7,48.74,22.58,26.77,7,18,25
Monticello,12,174,32.53,45.29,22.28,30.02,6,22,16
Casey County,12,47,32.51,46.12,20.6,30.8,7,21,27
Murray,1,179,32.35,43.46,19.59,34.01,10,17,26
Dawson Springs,2,67,31.59,50.62,18.84,25.31,7,19,25
McLean County,3,165,31.18,43.44,22.55,27.55,7,23,30
Williamsburg,13,269,30.89,42.53,18.78,31.37,8,17,20
Heritage Academy,9,117,30.45,37.55,23.56,30.23,14,15,28
Pineville,13,204,29.7,41.76,16.79,30.55,11,16,24
Whitesburg,14,267,29.66,43.77,16.92,28.29,8,18,25
Harrodsburg,12,110,29.63,45.22,17.11,26.56,6,19,25
Owen County,8,191,29.61,41.85,18.34,28.65,8,18,26
Lyon County,2,154,29.54,48.78,15.25,24.6,5,20,25
Jenkins,14,129,29.42,37.86,18.39,32.01,14,16,26
Magoffin County,15,158,29.16,45.51,16.87,25.1,4,22,26
Louisville Collegiate,7,151,28.49,40.08,21.13,24.27,11,16,24
Villa Madonna,9,254,28.24,40.03,16.13,28.56,8,16,24
Allen Central,15,2,27.62,44.95,15.92,21.99,3,23,25
Warren East,4,258,27.31,43.18,18.1,20.66,2,24,26
Green County,5,104,27.08,36.71,19.66,24.88,7,20,27
Model,11,171,27,41.49,15.12,24.4,5,19,24
Red Bird,13,212,26.73,39.29,15,25.88,9,16,24
Carlisle County,1,45,26.55,36.01,11.39,32.25,7,20,27
Trimble County,8,248,26.1,40.19,15.41,22.7,6,20,26
St. Patrick,10,242,24.43,34.76,15.67,22.86,7,19,25
Evangel Christian,6,83,23.25,33.76,11.45,24.55,6,21,27
Cloverport,NaN,274,22.37,31.01,12.81,23.3,5,18,22
Trinity (Whitesville),3,250,22.35,30.45,13.6,23.02,1,24,19
Reidland,1,213,22.15,37.4,5.78,23.27,5,21,26
Evarts,13,84,21.27,31.16,8.03,24.61,5,20,22
McCreary Central,12,164,21.04,34.16,5.55,23.41,4,22,20
Rose Hill Christian,16,216,20.55,30.06,9.19,22.41,3,21,24
Bethlehem,5,21,19.54,35.75,5.19,17.67,2,24,25
Community Christian (Paducah),1,57,19.4,33.56,-0.11,24.74,6,17,19
Nicholas County,10,183,19.19,29.23,9.53,18.82,3,22,25
Ballard Memorial,1,10,19.11,34.98,4.1,18.24,4,20,24
Cumberland,13,63,19.11,38.1,4.44,14.78,2,21,23
Portland Christian,6,206,18.75,37.91,3.69,14.65,4,21,21
Henry County,8,116,17.87,28.5,7.19,17.92,3,23,26
Cumberland County,4,64,16.92,29,7.35,14.42,3,22,24
Augusta,10,8,13.7,22.26,5.51,13.35,4,21,24
Dayton,9,68,12.35,21.07,0.77,15.22,3,21,22
St. Francis,7,239,11.56,24.37,-1.03,11.34,6,19,24
Calvary Christian,9,42,11.09,17.41,1.24,14.62,2,23,23
Fleming-Neon,14,89,8.98,23.02,-1.76,5.67,0,23,23
Covington Latin,NaN,275,8.74,3.8,-4,26.43,6,10,7
Burgin,12,37,8.05,16.75,-3.67,11.06,3,23,26
Piarist School,NaN,273,5.14,11.38,-4.05,8.08,1,20,21
Christian Fellowship,1,54,4.94,18.15,-7.69,4.35,1,23,24
Riverside Christian,14,214,-0.58,7.21,-9.85,0.89,2,27,28
Kentucky School f/t Deaf,12,134,-6.21,-8.98,-16.08,6.44,6,12,7
