name,region,id,rating,massey,colley,elo,wins,losses,games_played
Scott County,11,224,94.4,94.17,98.59,90.43,26,5,27
Jeffersontown,7,127,93.51,90.81,93.23,96.47,32,3,32
Elizabethtown,5,79,90.61,91,93.51,87.33,28,4,32
Pleasure Ridge Park,6,205,88.48,87.87,88.62,88.96,29,6,32
Male,7,158,87.63,93.54,88.13,81.22,19,7,20
South Laurel,13,234,86.05,87.04,84.74,86.37,28,6,29
Shelby County,8,227,85.6,83.42,88.8,84.59,31,4,35
Lexington Catholic,11,143,85.25,86.17,87.35,82.23,23,7,25
John Hardin,5,129,85.09,87.38,86.38,81.52,26,5,31
Covington Catholic,9,60,84.41,87.21,84.83,81.21,24,7,29
Pendleton County,10,198,83.75,83.75,83.98,83.51,28,4,30
Ballard,7,9,82.44,88.39,78.95,79.97,22,10,31
Madison Central,11,154,81.86,80.71,82.59,82.29,26,8,34
Owensboro Catholic,3,192,80.5,84.75,78.56,78.19,25,4,27
Graves County,1,101,80.24,78.48,80.62,81.63,29,6,28
Henry Clay,11,114,80.04,84.8,80.63,74.69,19,9,28
Doss,6,72,79.64,85.32,77.19,76.4,23,7,25
Bryan Station,11,33,79.24,85.04,77.06,75.63,20,10,29
University Heights,2,252,78.04,81.59,77.46,75.07,21,6,25
Warren Central,4,257,78.02,81.77,74.84,77.46,26,7,31
Eastern,7,77,77.66,84.1,80.4,68.48,23,9,30
Mason County,10,161,77.55,76.51,76.76,79.39,25,9,34
Holmes,9,119,77.43,84.04,77.99,70.25,19,9,27
Apollo,3,5,76.07,75.26,71.57,81.37,25,11,32
Fern Creek,7,87,76.02,85.08,73.25,69.74,21,8,28
Holy Cross (Covington),9,120,75.42,77.19,75.63,73.43,20,7,24
Highlands,9,118,74.22,80.59,74.19,67.88,23,8,29
Marshall County,1,160,74.16,76.73,75.36,70.39,25,6,22
George Rogers Clark,10,98,73.62,77.59,70.67,72.59,22,9,30
Lafayette,11,137,73.38,83.19,73.76,63.2,17,11,27
St. Xavier,7,243,73.3,79.66,72.12,68.1,18,12,28
Christian County,2,53,73.19,76.31,69.33,73.93,20,10,30
Tates Creek,11,244,72.59,82.55,70.9,64.3,15,11,22
Henderson County,2,113,72.11,80.3,66.97,69.08,19,11,25
Trinity (Louisville),7,249,72.08,82.06,68.09,66.1,16,15,29
Barbourville,13,11,71.83,71.63,70.39,73.48,26,5,30
DeSales,6,69,71.72,76,68.47,70.67,21,10,31
Clay County,13,54,70.98,65.69,72.5,74.75,25,6,29
Woodford County,11,271,70.1,76.42,65.83,68.06,19,12,30
Morgan County,16,175,69.58,73.16,66.71,68.86,22,4,26
Bishop Brossart,10,23,69.26,78.1,65.37,64.3,19,12,30
Boyle County,12,28,69.13,68.98,65.23,73.19,21,10,31
Meade County,3,165,69.01,75.82,65.6,65.61,20,9,26
Lexington Christian,11,144,68.61,77.59,66.16,62.09,14,8,21
Franklin County,11,92,68.6,75.03,66.95,63.8,16,12,25
Bell County,13,17,68.24,68,67.92,68.8,22,8,26
Paducah Tilghman,1,194,67.13,70.41,65.14,65.83,22,9,23
Allen County-Scottsville,4,3,66.98,66.36,64.82,69.75,22,7,29
Simon Kenton,8,231,66.71,75.8,63.15,61.17,20,11,31
Central,6,50,66.36,76.25,61.9,60.93,18,12,25
Hazard,14,111,66.14,65.25,59.69,73.49,22,11,33
Southwestern,12,237,65.92,71.72,62.33,63.7,22,9,31
Perry County Central,14,199,65.88,64.71,67.21,65.71,21,6,23
Owensboro,3,191,65.74,72.26,61.93,63.03,17,10,25
DuPont Manual,7,73,65.15,76.43,60.27,58.74,12,14,26
Beechwood,9,15,65,71.67,61.92,61.41,19,7,26
Bardstown,5,12,64.83,71.28,63.04,60.18,24,9,32
Dixie Heights,9,71,64.52,72.47,58.96,62.12,13,17,29
Madisonville-North Hopkins,2,156,64.28,70.97,60.84,61.02,18,10,25
Heath,1,112,64.17,73.71,59.59,59.21,22,5,24
Oldham County,8,188,64,66.96,63.62,61.42,22,6,27
Newport Central Catholic,9,181,63.98,71.21,56.3,64.44,18,15,31
Leslie County,14,140,63.91,65.77,61.2,64.77,20,10,29
Greenwood,4,105,63.86,69.59,60.29,61.71,19,10,29
Somerset,12,232,63.71,65.97,61.97,63.2,20,7,27
Central Hardin,5,51,63.28,72.15,58.39,59.31,16,11,27
Trigg County,2,247,63.1,72.15,56.06,61.09,21,8,26
Paul Laurence Dunbar,11,197,62.88,75.54,55.68,57.43,9,20,24
St. Mary,1,241,62.61,66.71,59.09,62.04,20,11,26
West Jessamine,12,263,62.56,69.69,57.46,60.53,17,14,29
Elliott County,16,80,62.51,63.1,60.46,63.97,23,8,30
Adair County,5,1,62.41,67.56,60.17,59.51,20,7,27
Breckinridge County,3,31,62.4,73.11,56.92,57.18,17,9,26
Russell,16,218,62.23,63.79,58.15,64.75,18,14,31
Calloway County,1,41,61.93,70.18,54.31,61.29,19,11,25
Barren County,4,13,61.83,65.13,59.83,60.55,20,11,28
Fort Campbell,2,89,61.58,66.45,58.34,59.94,16,9,23
Lee County,14,139,61.35,64.76,57.72,61.58,24,8,32
Ohio County,3,187,61.3,68.2,54,61.69,14,15,24
North Oldham,8,186,61.22,68.28,56.49,58.87,11,17,27
Fairdale,6,85,61.21,71.38,54.96,57.31,15,12,23
Harrison County,10,108,61.17,66.41,55.99,61.11,14,12,22
Scott,10,223,60.98,72.12,56.56,54.25,15,14,29
Fairview,16,86,60.95,66.55,57.74,58.57,23,9,28
Muhlenberg North,3,176,60.62,65.89,57,58.98,17,12,25
Bourbon County,10,25,60.54,67.56,53.81,60.26,16,10,26
