name,region,id,rating,massey,colley,elo,wins,losses,games_played
Ballard,7,9,99.15,95.09,103.61,98.76,32,3,28
Trinity (Louisville),7,244,96.01,99.79,97.64,90.61,24,6,25
Owensboro,3,185,92.04,89.89,93.15,93.08,31,4,29
Covington Catholic,9,60,90.56,91.23,90.03,90.41,31,6,31
Henderson County,2,109,90.42,91.75,93.13,86.4,27,4,29
Lexington Catholic,11,139,88.29,88.95,90.43,85.51,24,9,27
Knott County Central,14,130,87.93,92.73,83.9,87.16,30,3,29
Taylor County,5,239,87.39,89.85,86.69,85.62,28,5,27
Bowling Green,4,26,87.19,85.17,86.51,89.9,31,6,37
Newport Central Catholic,9,175,86.94,94.57,81.92,84.33,28,4,30
Boyle County,12,28,86.04,82.78,85.65,89.68,28,7,34
Mason County,10,156,85.03,87.97,84.74,82.37,27,3,29
Wayne County,12,256,84.92,87.27,84.18,83.3,23,6,26
Lincoln County,12,141,84.52,85.94,85.96,81.66,25,6,31
Doss,6,70,84.19,82.72,85.93,83.93,27,7,33
DuPont Manual,7,71,84.12,90.01,83.63,78.71,25,6,30
Hopkinsville,2,119,84.02,84.79,81.35,85.93,27,6,28
Oldham County,8,182,82.5,87.4,81.66,78.45,27,5,31
Bryan Station,11,33,82.21,88.78,81.28,76.58,22,8,29
Calloway County,1,41,80.33,80.21,80.18,80.62,30,4,25
Lafayette,11,133,80.15,86.54,76.45,77.45,21,12,32
Collins,8,55,79.91,78.38,80.45,80.91,26,9,35
Warren Central,4,253,79.85,84.36,75.94,79.26,23,9,32
Scott County,11,217,78.83,85.26,76.16,75.07,17,12,25
Henry Clay,11,110,78.78,84.77,75.58,76,21,11,29
Holmes,9,115,78.42,79.64,77.72,77.9,23,9,31
Lexington Christian,11,140,77.97,85.65,77.78,70.48,19,10,29
Dixie Heights,9,69,77.55,81.28,74.97,76.38,23,8,30
Central,7,49,77.29,82.76,77.41,71.7,17,9,26
Monroe County,4,167,77.11,76.91,76.52,77.91,28,4,32
Southwestern,12,231,76.48,83.12,76.65,69.67,21,10,30
Perry County Central,14,193,75.58,80.61,71.81,74.32,23,11,33
St. Xavier,7,237,75.31,84.42,72.27,69.23,19,10,24
DeSales,6,68,75.13,76.91,74.16,74.33,25,8,33
Paul Laurence Dunbar,11,191,74.71,82.35,68.3,73.48,14,15,29
Eastern,7,75,74.43,81.48,74.01,67.79,17,10,27
Bullitt East,6,36,74.29,78.36,72.68,71.85,21,10,29
North Hardin,5,178,73.94,77.24,70.9,73.66,24,9,32
Pleasure Ridge Park,6,199,73.75,81.96,70.25,69.05,18,8,21
Campbell County,10,43,72.68,80.27,68.28,69.49,25,10,32
Cooper,9,58,72.57,78.91,70.37,68.42,18,9,25
Madison Central,11,149,72.17,79.18,71.09,66.23,18,12,28
Clay County,13,53,71.81,74.03,71.66,69.74,24,7,31
Williamsburg,13,264,71.69,73.36,71.35,70.36,25,5,27
Bardstown,5,12,70.86,74.15,66.18,72.24,21,11,32
Apollo,3,5,70.68,76.86,68.08,67.11,18,13,30
Mercer County,12,163,70.47,76.56,66.37,68.5,23,9,32
George Rogers Clark,10,95,70.4,79.19,69.06,62.94,19,10,29
Owen County,8,184,70.19,72.69,69.07,68.8,26,6,31
Daviess County,3,65,70.13,79.03,69.53,61.84,18,8,26
Waggener,7,250,70.07,81.14,64.35,64.73,17,12,26
Johnson Central,15,126,69.99,75.3,63.37,71.3,23,10,32
Elizabethtown,5,77,69.65,74.16,68.13,66.66,18,10,28
Boone County,9,24,69.27,76.98,66.33,64.49,20,12,31
Murray,1,172,68.87,71.87,66.97,67.77,23,10,29
West Jessamine,12,259,67.23,74.41,66.24,61.04,19,11,30
Rowan County,16,210,67.18,73.76,63.32,64.44,23,7,30
Shelby County,8,220,66.76,72.12,64.83,63.34,21,9,30
Paducah Tilghman,1,188,66.56,69.92,62.85,66.91,21,7,22
St. Henry,9,234,66.25,72.51,61.12,65.11,20,13,32
Fern Creek,6,84,66.04,74.52,61.37,62.22,18,12,30
Male,7,153,65.7,76.12,60.94,60.05,15,14,28
Sheldon Clark,15,222,65.63,72.33,61.92,62.66,23,6,25
Webster County,2,257,65.01,70.72,60.95,63.36,26,7,29
Barren County,4,13,64.84,67.87,62.18,64.47,22,9,30
Knox Central,13,131,64.78,74.39,59.52,60.44,18,13,31
South Laurel,13,227,64.75,75.55,61.27,57.42,15,11,25
Elliott County,16,78,64.72,63.98,63.19,67,22,8,29
Whitley County,13,263,64.71,68.85,64.57,60.69,19,8,25
Graves County,1,98,64.64,70.21,59.52,64.19,19,12,23
Montgomery County,10,168,64.32,73.1,60.56,59.31,16,12,28
Pulaski County,12,203,64.32,70.11,61.17,61.69,19,12,30
Simon Kenton,8,224,64.29,74.7,60.09,58.09,15,14,28
Morgan County,16,170,63.77,65.63,60.34,65.33,22,6,28
Buckhorn,14,34,63.38,66.49,58.78,64.87,18,10,26
Seneca,7,218,63.26,74.2,59.84,55.76,11,12,23
Christian County,2,52,63.06,71.87,62.49,54.8,14,11,25
Muhlenberg County,3,171,63.04,68.3,60.83,60,16,14,30
Russell County,4,212,63.02,73.98,54.19,60.9,16,10,25
Cordia,NaN,270,62.46,70.9,61,55.49,8,4,10
Grant County,8,97,62.32,72.4,55.12,59.44,16,15,30
Scott,10,216,61.93,66.19,58.7,60.9,18,14,31
Corbin,13,59,61.62,69.68,57.96,57.23,16,11,23
Harrison County,10,106,61.32,69.26,56.69,58,16,15,30
Anderson County,8,4,61.03,70.61,54.35,58.13,16,10,26
Breckinridge County,3,31,60.81,66.28,57.69,58.47,18,10,27
Central Hardin,5,50,60.63,67.58,55.45,58.85,16,11,27
Caverna,5,48,60.46,61.93,58.86,60.6,21,6,27
Lawrence County,15,134,60.23,69.32,52.33,59.03,19,13,31
Paris,10,190,60.18,65.57,58.18,56.78,18,10,28
Woodford County,11,267,60.01,69.12,57.89,53.02,18,12,30
Meade County,3,161,59.6,66.28,56.46,56.05,17,11,27
Tates Creek,11,238,59.47,70.99,55.71,51.69,11,16,27
Logan County,4,144,59.16,65.03,55.54,56.91,19,9,23
Harlan County,13,105,58.93,67.01,54.19,55.6,18,11,28
Barbourville,13,11,58.81,65.15,54.21,57.06,21,9,29
Boyd County,16,27,58.24,64.71,55.43,54.57,22,7,27
John Hardin,5,125,58.15,66.82,49.46,58.16,14,15,29
Western,6,260,58.04,68.88,51.24,54,10,10,19
Letcher County Central,14,137,57.99,62.79,51.93,59.26,17,12,24
Holy Cross (Covington),9,116,57.97,67.93,55.14,50.83,13,14,26
Danville,12,64,57.55,67.01,52.76,52.87,16,14,30
Betsy Layne,15,22,57.54,56.84,54.6,61.17,21,8,28
Clinton County,4,54,56.75,67.97,50.52,51.74,18,12,29
Fairdale,6,82,56.62,66.8,51.9,51.17,12,15,23
North Bullitt,6,177,56.07,66.85,51.18,50.17,16,12,26
McCracken County,1,158,55.95,62.95,50.02,54.88,15,14,25
Hazard,14,108,55.93,65.1,45.23,57.48,13,14,22
Newport,9,174,55.59,68.52,47.08,51.18,14,17,28
Madison Southern,11,150,55.45,66.2,50.65,49.5,13,15,28
Conner,9,57,55.36,67.35,50.89,47.84,12,15,26
North Oldham,8,180,55.21,64.14,50.12,51.37,16,16,32
Grayson County,3,99,54.96,61.63,54.7,48.56,18,11,29
Shelby Valley,15,221,54.9,62.26,48.9,53.53,18,13,28
Bishop Brossart,10,23,54.72,64.86,46.09,53.21,14,12,25
Marion County,5,154,54.08,63.1,49.07,50.07,14,11,24
South Warren,4,229,54.07,64.38,47.87,49.97,14,15,26
Russellville,4,213,53.5,59.47,49.25,51.78,13,13,24
Owensboro Catholic,3,186,52.99,64.67,45.57,48.72,12,15,26
Pikeville,15,197,52.4,58.51,46.04,52.64,17,13,30
Kentucky Country Day,7,128,52.29,61.72,46.88,48.27,12,13,22
East Carter,16,72,52.24,58.53,45.95,52.25,15,13,27
Bethlehem,5,21,51.91,61.85,48.28,45.6,17,12,29
Madisonville-North Hopkins,2,151,51.84,62.06,43.22,50.25,11,16,25
Augusta,10,8,51.7,57,48.53,49.57,17,11,27
Somerset,12,225,51.65,64.13,45.9,44.94,13,13,25
Pendleton County,10,192,51.46,63.31,42.31,48.75,15,17,32
Marshall County,1,155,51.34,60.91,43.49,49.62,13,16,22
Paintsville,15,189,50.91,59.94,43.04,49.75,15,10,23
