Names,Colley
Danville,0.831619152236917
Holy Cross (Louisville),0.710906223116562
Frankfort,0.62265698701536
Campbellsville,0.468443550491314
Kentucky Country Day,0.389634961984806
Trimble County,0.210868200513619
Harrodsburg,0.372228132860697
Carroll County,0.291792495799102
Owen County,0.186719601255977
Fort Knox,0.21950252335468
Green County,0.209743842896268
Bardstown,0.86237553102784
Bethlehem,0.479257761657103
Metcalfe County,0.675296254579107
Mayfield,0.750875314438639
Crittenden County,0.631928944531465
Russellville,0.486430845356279
Fulton County,0.3834112622887
McLean County,0.326592482479906
Murray,0.437721183633342
Hancock County,0.36703325886254
Ballard Memorial,0.0930082485187393
Caverna,0.184700659530599
Fulton City,0.202104339330031
Somerset,0.815811682459683
Paintsville,0.662059668034235
Hazard,0.636544216294739
Lynn Camp,0.712997068350794
Pikeville,0.648068289163337
Cumberland,0.425392641698946
Harlan,0.470572092079542
South Floyd,0.249075792349136
Williamsburg,0.297507682610472
Phelps,0.274177964268927
Evarts,0.378332864216993
Pineville,0.226050563452959
Jenkins,0.147681194061344
Allen Central,0.0780735802731676
Newport Central Catholic,0.944735763010381
Lexington Christian,0.801282968982374
Bellevue,0.761964620695117
Beechwood,0.733505035962236
Raceland,0.557666565304663
Fairview,0.449065087775671
Holy Cross (Covington),0.461353027480099
Dayton,0.440778707317504
Ludlow,0.412484182580547
Paris,0.304930100987584
Berea,0.0541424510149914
Bath County,0.0955346464155039
Nicholas County,0.0850558239794589
Bracken County,0.114523712241147
Owensboro Catholic,0.868343900504288
Fort Campbell,0.830692057690314
Trigg County,0.733444911871507
Monroe County,0.581477353931956
Glasgow,0.597175152137372
Caldwell County,0.604480402709925
Heath,0.558540878964359
Edmonson County,0.463635672393097
Lone Oak,0.544423643904106
Hart County,0.33100782071096
Reidland,0.276522451181724
Webster County,0.241044981780621
Butler County,0.158020183750653
Todd County Central,0.189296319947198
Muhlenberg South,0.127118687122389
DeSales,0.742071415472429
Western,0.713100075303892
Wayne County,0.565224124837108
Washington County,0.505317722460457
Corbin,0.59636537873336
LaRue County,0.557453349954478
Christian Academy-Louisville,0.481446688556443
Elizabethtown,0.399126645658232
Shawnee,0.268594980228496
Garrard County,0.329274098095443
Casey County,0.197347581507449
Moore,0.106094483234928
Russell,0.944481965843715
Newport,0.81527736299574
Mercer County,0.730489585525723
East Carter,0.641657332310804
Fleming County,0.646949999281533
Morgan County,0.618597494701054
Henry County,0.48986855818144
Lewis County,0.452946460316206
West Carter,0.447283407161361
Powell County,0.345167207751613
Lloyd Memorial,0.474777219884359
Spencer County,0.122041799558272
North Oldham,0.197756205660865
Estill County,0.161564558573759
Belfry,0.798163664408136
Leslie County,0.763684048397322
Sheldon Clark,0.615422037825693
Middlesboro,0.509233188221747
Pike County Central,0.323283282313253
Prestonsburg,0.399695052314067
Breathitt County,0.448071505855418
Shelby Valley,0.36399334801968
East Ridge,0.258343763248534
Knott County Central,0.250896123045294
Magoffin County,0.0197626252786637
Cawood,0.204973269757668
Bowling Green,0.897111227741197
Hopkinsville,0.749084271674553
Franklin-Simpson,0.621018247182099
Paducah Tilghman,0.703291177529591
Warren East,0.535620838571937
Logan County,0.339643362233041
Madisonville-North Hopkins,0.388150351167767
Hopkins County Central,0.334625031297033
Allen County-Scottsville,0.246970562171614
Union County,0.258795320911753
Breckinridge County,0.10079486984789
Calloway County,0.228701078269404
Adair County,0.0444045088609775
Bullitt East,0.811978121620491
Boyle County,0.868594304244754
North Bullitt,0.593664501934055
Russell County,0.62792092861955
Central,0.644478276853356
Southwestern,0.713223400326493
Waggener,0.458316653658279
Marion County,0.435031849141511
Fairdale,0.259461220186008
Pulaski County,0.354059835860388
Jeffersontown,0.20253790658765
Taylor County,0.157469994674333
Atherton,0.0267791810521354
Doss,0.435457339976801
Lexington Catholic,1.01337255004279
Franklin County,0.810043299924035
Highlands,0.968820200230333
Covington Catholic,0.941095141579637
Pendleton County,0.385385898704125
Harrison County,0.603395498484202
South Oldham,0.58528520349816
Western Hills,0.480174676286292
West Jessamine,0.479813106981685
Grant County,0.473395282884685
East Jessamine,0.384344747986495
Bourbon County,0.139291022540627
Anderson County,0.261320864154741
Rockcastle County,0.892096757615702
Bell County,0.939932218649329
Madison Southern,0.771930908542795
Johnson Central,0.741167369438667
Mason County,0.700246871170796
Clay County,0.587307810577768
Knox Central,0.523236351552912
Boyd County,0.609296967595075
Letcher County Central,0.492418404245932
Lawrence County,0.582554484676125
Greenup County,0.31942532276158
