name,region,id,rating,massey,colley,elo,wins,losses,games_played
St. Xavier,4,173,95.55,94.2,98.64,93.81,14,1,14
Boyle County,3,120,90.85,87.3,89.9,95.35,13,2,14
Belfry,2,55,86.21,73.56,90.19,94.86,14,1,14
Beechwood,1,2,85.49,79.47,87.36,89.64,14,1,14
Henderson County,4,186,84.87,89.19,86.34,79.09,12,2,12
Bell County,3,134,84.16,83.48,87.85,81.13,13,1,12
Hopkinsville,3,148,83.11,76.47,91.22,81.64,9,1,10
Scott County,4,159,82.85,80.53,85.18,82.82,12,3,15
Russell,2,94,82,75.45,88.51,82.05,13,1,14
Covington Catholic,3,109,81.61,85.17,89.26,70.4,10,3,9
Male,4,174,80.33,87.2,80.61,73.17,9,2,11
Dixie Heights,4,199,80.15,85.71,82.57,72.16,11,2,12
Trinity (Louisville),4,200,79.93,86.59,74.27,78.94,10,2,10
Danville,1,16,79.57,72.58,79.66,86.46,11,4,12
Madison Central,4,160,79.4,79.57,81.77,76.85,11,2,13
Conner,4,198,77.94,83.84,80.35,69.65,11,1,11
Newport Central Catholic,1,1,77.29,80,77.46,74.41,11,2,13
Lexington Catholic,3,107,76.69,76.65,82.14,71.29,10,2,12
Holy Cross (Louisville),1,15,76.27,77.13,75.75,75.93,11,2,13
Breathitt County,2,56,75.73,75.11,78.29,73.78,11,1,11
Fort Campbell,2,68,75.24,75.86,80.74,69.12,10,2,11
Bowling Green,3,146,75.03,74.68,77.6,72.8,11,1,12
Boone County,4,201,73.95,78.95,74.87,68.04,9,5,13
Prestonsburg,2,57,73.17,71.26,80.17,68.07,10,3,13
Christian County,4,187,72.48,75.3,76.11,66.03,9,3,12
Madisonville-North Hopkins,3,147,72.43,72.29,80,65.02,10,3,12
Ashland Blazer,3,135,72.15,70.97,74.6,70.88,9,4,12
Owensboro Catholic,2,70,72.04,70.46,70.15,75.49,10,5,14
Corbin,2,83,71.61,70.82,72.99,71.04,10,4,14
Trigg County,2,69,71.35,70.11,75.49,68.47,10,2,12
North Hardin,4,175,70.99,73.27,73.72,65.98,9,4,13
Fleming County,2,95,70.13,65.86,75.05,69.48,11,2,13
Paducah Tilghman,3,150,70.11,69.72,71.83,68.79,8,4,12
Central,3,122,69.97,75.3,68.16,66.46,10,3,13
Elizabethtown,2,82,69.18,66.61,69.6,71.34,11,2,13
Waggener,3,121,68.41,69.83,71.64,63.76,10,2,11
Southwestern,3,123,68.12,75.92,70.01,58.43,8,3,11
East Jessamine,3,108,67.8,66.55,68.64,68.21,10,2,11
Williamsburg,1,40,67.67,59.95,76.08,67,12,1,12
Tates Creek,4,161,67.37,73.42,68.84,59.84,8,4,12
Pikeville,1,41,67.33,58.64,72.71,70.63,11,3,14
DuPont Manual,4,176,67.11,79.96,64.92,56.44,7,4,11
Rockcastle County,3,137,66.41,66.35,69.68,63.19,8,4,12
Ballard,4,202,66.39,73.8,64.03,61.34,7,4,11
Apollo,4,188,66.08,72.32,69.42,56.5,8,3,11
Glasgow,2,71,65.72,69.57,64.17,63.41,9,4,13
Henry Clay,4,166,64.47,72.2,61.6,59.6,6,6,12
Nelson County,4,177,64.21,67.39,66.76,58.49,7,5,12
Mayfield,1,32,64.12,60.92,62.51,68.92,8,5,12
Harrison County,3,110,62.55,70.45,63.87,53.33,8,3,11
Newport,2,96,62.41,61.37,69.33,56.52,9,3,11
Bardstown,1,17,62.3,62.89,64.73,59.29,8,4,12
South Laurel,4,163,62.16,69.42,65.51,51.54,7,4,11
Bullitt East,3,124,61.84,67.57,61.86,56.11,8,4,12
Oldham County,3,112,61.25,64.42,63.05,56.29,7,4,10
Hancock County,1,29,61,58.91,60.83,63.25,11,2,13
Franklin-Simpson,3,149,60.98,64.46,63.07,55.42,8,3,11
Murray,1,31,60.96,63.18,62.61,57.08,9,3,10
Boyd County,3,138,59.9,61.25,60.06,58.38,6,6,10
Garrard County,2,84,59.66,57.88,61.93,59.16,9,3,11
Graves County,4,189,59.23,65.95,60.36,51.36,6,4,10
Johnson Central,4,162,59.14,66.06,63.26,48.09,7,3,10
John Hardin,4,179,59.01,68.09,60.52,48.43,6,5,11
Warren Central,4,192,58.86,66.1,53.65,56.84,6,7,13
Lloyd Memorial,2,101,58.74,60.91,58.43,56.87,6,5,11
Paul Laurence Dunbar,4,169,58.53,73.74,50.47,51.38,4,6,9
Pulaski County,3,125,58.43,58.47,59.35,57.48,7,4,11
Butler,4,178,58.08,66.04,55.97,52.24,6,5,11
Lafayette,4,165,57.86,61.95,57.19,54.44,6,5,11
Fairview,1,3,57.68,55.32,57.41,60.32,9,3,11
North Laurel,4,164,56.89,62.41,59.25,49,6,5,11
George Rogers Clark,4,168,56.45,67.05,54.6,47.69,5,6,11
Harlan,1,42,56.4,55.18,60.58,53.43,9,3,12
Ryle,4,205,56.33,70.9,52.97,45.13,5,6,11
Christian Academy-Louisville,1,20,55.55,55.42,56.32,54.9,7,5,12
Daviess County,4,191,55.32,60.23,57.93,47.8,6,6,12
Lexington Christian,1,4,54.72,55.39,55.67,53.1,8,3,11
Campbellsville,1,19,54.18,55.71,57.28,49.53,7,4,11
Middlesboro,2,58,53.9,48.81,54.19,58.71,7,5,11
Butler County,2,72,53.78,59.1,54.97,47.25,7,4,11
Frankfort,1,18,53.6,52.71,55.8,52.27,7,4,11
Pleasure Ridge Park,4,180,53.54,63.61,51.76,45.24,5,5,10
Crittenden County,1,30,53.27,51.54,56.38,51.89,9,3,12
Union County,3,152,53.04,55.7,58.28,45.13,7,4,11
Morgan County,2,97,52.98,51.86,58.86,48.23,8,4,12
Heath,2,73,52.96,58.4,52.51,47.95,7,4,10
Western,2,86,52.76,59.3,49.6,49.38,7,4,11
DeSales,2,85,52.5,58.68,50.8,48.03,8,4,11
Ludlow,1,5,52.15,53.39,56.83,46.24,8,3,9
Logan County,3,151,51.53,54.39,54,46.22,7,4,11
Ohio County,4,193,51.29,58.46,51.61,43.8,5,6,11
Greenwood,4,190,51.21,57.07,54.79,41.78,6,5,11
Clay County,3,136,51.07,49.2,56.13,47.88,8,3,11
Meade County,4,181,50.61,60.59,45.51,45.71,4,7,11
East Carter,2,99,49.94,51.29,52.89,45.64,6,5,11
Franklin County,3,111,49.91,55,51.93,42.8,7,4,10
Campbell County,4,203,49.8,61.6,49.54,38.27,5,5,9
Fern Creek,4,204,49.74,62.66,43.46,43.1,5,5,10
Henry County,2,98,49.58,51.65,55.31,41.79,7,4,11
Lawrence County,3,144,48.88,54.37,46.22,46.06,3,8,9
Mercer County,2,100,48.66,50.81,48.33,46.85,6,5,11
Kentucky Country Day,NaN,214,48.65,47.38,52.27,46.31,6,4,10
South Floyd,1,43,48.56,40.87,54.65,50.15,8,3,11
Lone Oak,2,74,48.34,50.82,51.8,42.41,6,5,9
Lynn Camp,1,44,48.32,43.19,50.87,50.9,7,5,12
Doss,3,126,48.02,60.87,46.87,36.32,5,5,10
Carroll County,1,21,47.97,47.91,47.02,48.98,6,5,11
Leslie County,2,59,47.75,50.39,48.49,44.38,6,5,11
West Jessamine,3,113,47.23,56.76,46.93,38,5,5,10
Fort Knox,1,23,46.89,52.92,46.43,41.31,4,6,10
Fairdale,3,127,46.83,53.01,44.42,43.04,5,6,11
Shelby County,4,206,46.42,56.42,43.17,39.67,4,7,11
LaRue County,2,87,46.4,50.67,46.23,42.31,6,5,11
Eastern,4,207,46.38,56.92,41.42,40.81,4,7,11
Wayne County,2,88,46.35,51.29,48.21,39.54,6,5,11
Whitley County,4,167,46.35,52.15,46.85,40.06,5,5,10
Harrodsburg,1,22,46.32,48.77,47.24,42.96,6,5,11
South Oldham,3,116,46.32,54.13,46.28,38.54,5,6,10
Hopkins County Central,3,154,46.02,53.42,44.69,39.95,3,7,10
Somerset,1,48,45.65,44.1,46.55,46.3,5,6,11
Greenup County,3,139,45.47,48.65,47.66,40.11,5,6,10
