name,region,id,rating,massey,colley,elo,wins,losses,games_played
St. Xavier,4,159,98.75,96.61,105.6,94.03,14,1,15
Trinity (Louisville),4,196,95,92.86,98.3,93.83,13,2,14
Lexington Catholic,3,133,90.05,87.39,92.23,90.52,14,1,15
Henry Clay,4,171,85.17,86.79,89.91,78.81,12,2,14
Newport Central Catholic,1,39,83.44,79.03,86.16,85.14,13,2,15
Warren Central,4,184,83,79.92,90.36,78.73,12,2,14
Male,4,161,82.64,88.51,84.25,75.16,10,2,12
Russell,2,80,82.6,68.11,86.13,93.56,14,1,15
Covington Catholic,3,136,82.15,88.87,85.84,71.73,7,5,9
Highlands,3,135,81.76,85.99,88.29,71,9,4,11
Bowling Green,3,106,81.09,78.43,81.95,82.88,13,2,15
Bell County,3,147,80.25,76.44,85.73,78.58,10,3,12
Boyle County,3,120,79.19,75.31,79.42,82.83,11,2,13
Owensboro Catholic,2,53,77.84,71.9,79.4,82.23,13,2,14
John Hardin,4,160,77.67,82.89,80.77,69.34,11,2,13
Bardstown,1,12,77.33,75.17,78.87,77.93,13,1,14
Rockcastle County,3,146,77.23,74.35,81.5,75.82,11,3,14
Henderson County,4,185,76.7,78.82,77.2,74.09,9,2,8
Danville,1,1,75.53,70.64,76.16,79.8,11,2,13
Paul Laurence Dunbar,4,172,75.06,76.47,80.03,68.68,10,3,13
Fort Campbell,2,54,74.61,73.5,76.07,74.25,11,1,12
Ashland Blazer,3,158,74.52,72.5,78.77,72.28,9,3,10
Bullitt East,3,119,74.42,72.21,74.42,76.63,13,1,14
Belfry,2,94,72.98,63.51,73.2,82.24,11,3,13
Hopkinsville,3,107,72.21,74.8,68.86,72.98,9,4,11
DuPont Manual,4,162,71.97,84.52,71.81,59.58,7,5,11
Franklin County,3,134,71.74,77.18,74.25,63.8,10,2,12
Newport,2,81,70.44,64.85,74.71,71.77,11,2,13
Christian County,4,187,70.2,74.44,72.72,63.44,8,5,13
Somerset,1,25,70.06,63.16,74.76,72.26,12,2,14
Mayfield,1,15,69.87,68.13,69.02,72.47,11,4,15
Ryle,4,201,69.63,79.44,73.06,56.4,7,4,10
