name,region,id,rating,massey,colley,elo,wins,losses,games_played
Trinity (Louisville),4,196,99.13,98.75,98.77,99.89,14,1,14
Covington Catholic,3,47,98.21,96.67,103.18,94.77,12,3,12
Male,4,125,94.3,102.17,94.69,86.03,11,1,11
St. Xavier,4,190,89.69,97.73,89.79,81.55,9,3,12
Henry Clay,4,91,87.34,86.14,92.14,83.75,12,2,14
Mercer County,2,132,86.49,80.16,89.34,89.98,15,0,15
Bowling Green,3,21,85.83,85.53,87.19,84.76,13,2,14
Ryle,4,174,83.17,85.31,85.67,78.54,12,3,14
Johnson Central,3,103,81.53,77.75,86.93,79.91,13,1,12
Lexington Catholic,3,113,81.49,80.49,82.1,81.87,10,2,12
Highlands,3,93,79.75,92.66,77.62,68.98,7,5,10
Warren Central,4,200,79.5,79.19,80.94,78.38,10,3,13
Danville,1,50,78.79,74.71,81.3,80.36,13,2,15
Henderson County,4,90,78.52,76.26,82.61,76.67,10,3,11
Bardstown,1,10,78.38,78.25,79.76,77.13,11,1,12
Newport Central Catholic,1,143,77.2,74.68,76.09,80.83,10,5,15
Owensboro,4,152,77,81.55,81.82,67.64,9,2,10
Lafayette,4,107,76.43,68.98,85.71,74.6,10,1,11
Beechwood,1,13,75.38,76.32,78.86,70.95,9,3,11
Rockcastle County,3,170,75.3,71.65,77.36,76.88,11,2,12
Russell,2,171,74.22,64.12,73.37,85.16,13,2,15
Central,3,40,73.94,78.93,74.56,68.33,11,3,14
Franklin County,3,72,73,79.69,73.89,65.42,9,3,12
DuPont Manual,4,56,72.89,81.85,74.3,62.51,6,5,10
Belfry,2,14,72.26,62.67,76.85,77.27,11,3,14
Christian County,4,43,72.05,77.72,73.28,65.14,7,4,11
Western,2,207,71.2,72.75,74.5,66.34,10,2,12
Lincoln County,4,115,71.17,73.35,76.42,63.74,10,2,12
Middlesboro,2,134,70.88,66.22,76.26,70.17,11,2,11
Scott County,4,176,70.88,77.69,73.87,61.07,7,4,10
Bell County,3,15,70.19,67.58,70.97,72.01,9,3,12
Graves County,4,79,70.02,70.22,73.73,66.1,9,3,12
Pleasure Ridge Park,4,164,69.83,76.98,74.11,58.41,7,4,11
Ashland Blazer,3,6,69.73,63.2,75.1,70.89,9,3,11
LaRue County,2,108,69.5,68.44,73.96,66.11,10,3,13
Bethlehem,1,18,69.06,67.06,73.59,66.53,11,2,13
Campbell County,4,34,67.44,76.72,66.58,59.02,8,4,11
Raceland,1,168,67.28,62.27,73.11,66.46,11,2,13
Southwestern,3,188,66.9,68.45,67.92,64.33,9,4,13
Trigg County,2,194,66.4,63.59,67.26,68.34,10,3,13
Mayfield,1,129,66.21,63.06,66.13,69.44,11,3,14
Woodford County,4,211,66.15,65.21,71.96,61.28,8,4,12
Frankfort,1,71,65.42,66.29,67.42,62.54,9,3,12
East Jessamine,3,58,65.32,69.73,68.69,57.56,8,3,11
Warren East,3,201,65.01,63.86,70.37,60.81,10,2,12
Ballard,4,8,64.98,74.53,63.62,56.8,7,5,12
Boone County,4,19,64.95,73.9,64.36,56.6,6,5,11
Lexington Christian,1,114,64.9,61.46,67.78,65.45,9,3,12
Somerset,1,183,64.78,62.15,64.12,68.08,9,5,14
Caldwell County,2,32,64.62,58.94,68.85,66.07,10,2,12
John Hardin,4,102,64.14,72.72,61.34,58.37,7,4,11
Hopkinsville,3,98,63.3,68.91,59.56,61.45,7,6,12
Marshall County,4,127,62.81,69.99,63.34,55.1,7,4,11
Owensboro Catholic,2,153,62.41,59.23,59.65,68.37,9,5,13
Dixie Heights,4,54,62.19,74.62,58.22,53.72,5,6,11
Apollo,4,5,61.94,61.69,66.69,57.44,7,4,10
Boyle County,3,23,61.43,65.61,59.67,59.01,6,6,12
Fort Campbell,2,69,61.43,61.6,58.86,63.83,8,3,11
Newport,2,142,61.08,58.52,63.53,61.2,8,4,12
Paducah Tilghman,3,154,60.89,69.1,57.13,56.44,6,6,12
Simon Kenton,4,182,60.52,72.11,62.37,47.1,6,4,10
George Rogers Clark,4,76,60.23,66.65,58.93,55.11,8,5,13
Sheldon Clark,2,181,59.33,50.72,65.23,62.05,9,2,10
Tates Creek,4,191,59.17,64.86,63.2,49.45,6,4,10
Valley,3,198,59.13,64.16,63.31,49.9,9,3,12
Breathitt County,2,25,59.06,58.41,64.09,54.67,8,3,10
Mason County,3,128,59,55.86,65.51,55.62,7,4,11
Madison Central,4,121,58.94,68.13,56.7,51.98,6,5,11
Holy Cross (Covington),1,95,58.83,60.29,64.79,51.4,8,3,10
Metcalfe County,1,133,58.59,56.46,59.64,59.65,10,3,13
Meade County,4,131,58.41,68.91,55.03,51.29,7,6,13
North Bullitt,3,145,58.08,68.77,56.59,48.88,7,4,11
Holy Cross (Louisville),1,96,58.05,64.84,54.64,54.68,7,4,10
North Hardin,4,146,57.41,69.42,54.17,48.65,6,5,11
Corbin,2,46,57.28,60.06,55.2,56.59,7,6,12
Bullitt East,3,29,57.02,65.17,51.01,54.87,6,4,10
Shelby County,4,179,55.83,67.01,53.37,47.09,5,5,10
South Oldham,3,186,55.37,65.35,53.84,46.93,6,4,9
Harlan,1,85,55.01,52.95,59.86,52.22,8,4,12
Pikeville,1,162,54.64,47.97,56.15,59.8,8,4,12
Elizabethtown,2,62,54.32,57.67,54.59,50.69,7,4,11
Washington County,2,202,54.24,61.12,54.93,46.66,6,5,11
Prestonsburg,2,166,53.9,48.08,55.82,57.81,7,5,12
Harrison County,3,86,53.19,62.57,51.95,45.05,5,6,11
Doss,3,55,53.11,62.09,52.44,44.79,6,5,11
Seneca,4,177,52.75,61.97,52.1,44.18,5,6,11
DeSales,2,53,52.74,57.98,50.08,50.16,5,5,10
Franklin-Simpson,3,73,52.41,56.24,52.87,48.1,5,6,10
Clay County,3,44,51.68,49.21,55.54,50.29,7,4,11
Fleming County,2,68,51.3,45.15,51.8,56.96,8,4,12
Butler,4,30,50.82,63.23,48.94,40.28,3,7,9
Leslie County,2,110,50.6,52.15,49.15,50.5,6,6,12
Marion County,3,126,50.03,57.76,50.75,41.57,6,5,11
Monroe County,2,135,49.5,47.28,50.89,50.34,7,4,11
Madisonville-North Hopkins,3,123,49.44,57.75,47.18,43.4,5,6,11
Allen County-Scottsville,3,3,49.18,50.84,54.75,41.95,6,5,10
Dayton,1,52,49.03,51.12,52.54,43.42,6,5,11
Paris,1,156,48.97,49.28,54.28,43.36,7,4,11
Knox Central,3,106,48.55,49.12,51.19,45.33,6,5,11
Hazard,1,88,48.44,36.19,50.61,58.53,9,4,13
Southern,4,187,48.19,58.92,46.22,39.43,5,6,11
Paul Laurence Dunbar,4,157,48.05,62.46,40.82,40.86,1,9,9
Wayne County,2,203,48,47.75,50.44,45.81,7,5,12
Russellville,1,173,47.59,49.75,46.92,46.09,8,4,12
Green County,1,81,47.23,52.48,48.99,40.22,6,4,10
Anderson County,3,4,46.97,53.34,50.97,36.6,6,4,10
Holmes,4,94,46.67,61.58,44.86,33.56,4,6,10
Boyd County,3,22,46.43,46.5,48.01,44.78,4,7,10
Montgomery County,4,136,46.29,58.58,45.12,35.18,5,6,11
Williamsburg,1,210,45.88,46.41,47.49,43.75,7,4,9
Lone Oak,2,118,45.79,54.1,41.76,41.49,5,5,10
Greenwood,4,83,45.49,56.32,43.52,36.63,3,7,9
Lloyd Memorial,2,116,45.23,48.07,47.25,40.37,4,7,10
Trimble County,1,195,44.74,43.73,50.6,39.9,7,4,11
Kentucky Country Day,1,104,44.41,46.48,44.74,42.01,5,6,11
Eastern,4,60,44.38,60.37,41.13,31.65,3,7,10
South Laurel,4,185,43.91,47.99,42.36,41.38,3,7,10
Spencer County,2,189,43.79,45.03,47.7,38.64,6,5,11
Fairdale,3,65,43.6,58.67,40.26,31.88,4,6,10
Cumberland,1,49,43.56,40.82,46.05,43.81,7,4,10
Madison Southern,3,122,42.43,42.94,40.04,44.31,4,6,10
Bath County,1,12,42.26,40.69,49.21,36.87,7,4,11
Nelson County,4,141,41.78,57.58,37.34,30.42,3,8,11
McLean County,1,130,41.63,37.13,45.66,42.09,7,4,11
Waggener,3,199,41.4,56.98,34.22,33.02,4,6,9
Calloway County,3,33,41.04,51.62,39.92,31.58,4,7,10
Fern Creek,4,67,40.98,57.28,32.98,32.69,2,8,10
Webster County,2,204,40.39,43.81,41.06,36.31,5,6,11
Daviess County,4,51,40.29,48.9,37.19,34.78,3,7,10
Conner,4,45,40.23,53.36,35.47,31.85,3,7,9
Grant County,3,78,40.2,51.64,38.79,30.17,3,8,11
Oldham County,4,150,39.87,59.62,31.83,28.17,2,8,10
Bellevue,1,16,39.74,41.32,39.3,38.61,3,7,8
Iroquois,4,99,39.16,60.03,36.37,21.07,1,9,7
Shelby Valley,2,180,38.98,32.05,45.19,39.69,5,6,8
East Carter,2,57,38.82,34.37,37.04,45.04,5,6,11
North Laurel,4,147,38.79,46.16,39.72,30.5,3,7,10
Bryan Station,4,27,38.28,52.52,39.39,22.93,2,8,10
Russell County,3,172,38.02,47.18,34.67,32.22,4,6,10
Hancock County,1,84,37.87,42.68,33.55,37.38,4,6,10
Letcher County Central,3,111,37.82,40.1,36.72,36.65,4,6,9
Western Hills,3,208,37.82,42.39,38.94,32.13,3,7,10
Ludlow,1,119,37.19,42.56,38.01,31,4,6,9
Jeffersontown,3,100,37.04,52.96,35.8,22.37,3,7,10
Whitley County,4,209,36.9,52.65,29.65,28.4,2,8,10
Butler County,2,31,36.89,36.26,37.55,36.87,6,5,11
Lawrence County,3,109,36.84,36.51,38.19,35.82,2,8,9
Paintsville,1,155,36.51,32.27,36.1,41.17,5,6,11
Fairview,1,66,36.18,33.48,37.35,37.7,4,6,9
Glasgow,2,77,36.14,34.41,34.64,39.36,4,8,12
Taylor County,3,192,35.89,42.42,37.89,27.37,4,6,10
Heath,2,89,35.77,40.99,32.48,33.84,3,7,9
Central Hardin,4,41,35.75,45.66,31.63,29.96,4,6,9
Union County,3,197,35.16,42.43,34.88,28.16,3,7,10
Crittenden County,1,48,34.82,36.12,31.21,37.14,4,7,11
Lynn Camp,1,120,34.71,38.71,29.57,35.84,3,7,10
Greenup County,3,82,34.68,42.01,35.54,26.5,3,7,9
Eminence,NaN,217,34.58,26.1,39.54,38.11,4,4,7
Edmonson County,2,61,34.48,39.57,32.02,31.87,5,5,10
Adair County,3,1,33.99,38.49,36.38,27.08,4,6,10
Carroll County,1,36,33.81,42.14,29.21,30.07,3,7,10
Moore,2,137,33.22,45.54,32.67,21.46,4,6,9
Christian Academy-Louisville,2,42,33.17,42.01,29.57,27.92,2,8,10
Murray,1,140,32.95,30.7,30.9,37.24,5,7,10
Ohio County,4,149,32.56,40.59,28.09,28.98,2,8,10
Pulaski County,3,167,32.46,39.28,31.3,26.8,2,9,11
Gallatin County,NaN,212,32.24,27.91,32.32,36.49,4,4,8
Garrard County,2,75,31.78,36.76,33.29,25.3,2,9,11
Henry County,2,92,31.74,32.82,33.62,28.78,3,7,10
Pike County Central,2,161,31.21,32.81,30.16,30.66,4,6,9
West Carter,2,205,31.06,27.36,31.67,34.16,5,6,11
Casey County,2,37,31.03,42.63,29.46,20.99,3,8,11
Barren County,4,11,30.89,39.8,28.78,24.1,2,8,10
Cawood,2,39,30.73,36.92,31.38,23.9,3,8,9
Grayson County,4,80,30.62,41.57,30.63,19.67,3,8,11
West Jessamine,3,206,30.19,43.9,26.84,19.83,1,9,10
Campbellsville,1,35,30.1,38.36,24.73,27.2,2,8,10
Fulton County,1,74,29.43,31.95,30.39,25.94,6,5,7
Pendleton County,3,158,29.27,31.31,28.33,28.17,3,7,9
Scott,4,175,28.02,43.66,24.9,15.49,1,9,10
Clinton County,NaN,214,27.58,22.77,28.91,31.06,4,5,7
Bullitt Central,4,28,27.45,36.71,26,19.65,3,7,10
Owen County,1,151,26.52,29.42,27.82,22.31,3,7,10
McCreary Central,NaN,215,25.57,25.92,27.61,23.17,5,5,8
Knott County Central,2,105,25.55,28.22,28.29,20.12,3,7,10
Hopkins County Central,3,97,25.31,39.5,18.68,17.76,1,9,10
East Ridge,2,59,24.91,26.9,23.15,24.68,2,8,8
Jenkins,1,101,24.42,17.63,26.07,29.58,4,7,10
Todd County Central,2,193,24.39,26.84,25.14,21.18,3,7,10
Pineville,1,163,23.99,27.16,24.95,19.87,3,7,10
Perry County Central,3,159,23.85,33.02,19.12,19.4,1,9,10
Morgan County,2,138,23.64,26.54,16.45,27.91,2,8,10
Evarts,1,64,23.57,26.88,21.37,22.46,2,8,10
Estill County,2,63,23.15,19.46,22.93,27.06,3,7,10
Shawnee,2,178,23.15,37.6,18.49,13.37,2,8,9
Logan County,3,117,22.87,35.3,17,16.31,1,9,10
Rowan County,NaN,213,22.47,28.35,21.08,17.99,2,8,10
Muhlenberg South,2,139,22.14,30.24,20.43,15.75,2,8,10
Fort Knox,1,70,21.85,36.38,15,14.16,0,10,10
North Oldham,2,148,21.35,35.13,19.6,9.32,0,10,10
Nicholas County,1,144,20.09,25.2,22.16,12.91,2,8,10
Magoffin County,2,124,19.28,13.8,22.32,21.72,3,7,10
Bourbon County,3,20,19.09,30.83,20.26,6.17,0,10,10
Lewis County,2,112,18.61,18.75,14.37,22.7,2,8,10
Reidland,2,169,16.67,21.94,14.13,13.93,2,8,9
Ballard Memorial,1,9,15.49,24.98,10.14,11.34,3,8,9
Caverna,1,38,15.23,20.91,10.26,14.53,2,8,8
Breckinridge County,3,26,13.94,28.92,9.6,3.31,0,10,9
Bracken County,1,24,13.59,21.25,13.97,5.56,0,10,10
Hart County,2,87,13.05,18.73,7.34,13.07,0,10,9
Atherton,3,7,12.01,26.86,9.55,-0.37,0,10,10
South Floyd,1,184,11.87,6.97,11.24,17.39,3,7,10
Phelps,1,160,10.47,6.39,7.84,17.17,2,8,10
Allen Central,1,2,10.33,2.19,13.54,15.25,3,7,10
Jackson County,NaN,218,6.39,-0.01,2.84,16.33,2,8,9
Powell County,2,165,5.88,3.68,2.05,11.91,1,9,10
Berea,1,17,5.51,6.12,7.38,3.02,1,9,9
Betsy Layne,NaN,216,1.99,-0.33,1.57,4.72,1,9,9
Muhlenberg North,NaN,219,0.69,6.86,-0.21,-4.58,0,10,10
Evangel Christian,NaN,220,-1.93,1.56,-4.06,-3.29,0,10,10
